파츠명 (Long ver),굿즈 연결 현황 (from item),발주서명칭,1개_표준원가,50개_표준원가,100개_표준원가,300개_표준원가,500개_표준원가,1000개_표준원가,3000개_표준원가,5000개_표준원가,10000개_표준원가,30000개_표준원가,파츠 총 제작 리드타임_100개,파츠 총 제작 리드타임_300개,파츠 총 제작 리드타임_기본_500개,파츠 총 제작 리드타임_1000개,파츠 총 제작 리드타임_3000개,제작협력사,파츠 유형,파츠졸업 Status
PT3187-실크_전면(S파우치)_150x150_마이패스포트(MaiPassport),더블업 트래블 파우치,실크_전면(S파우치),40000,3000,1500,1500,1500,1500,1500,1500,1500,1500,0,0,,0,0,마이 패스포트(Mai Passport),Printing Parts,
PT3188-실크_후면_200x116_마이패스포트(MaiPassport),더블업 트래블 파우치,실크_후면,750,750,750,750,750,750,750,750,750,750,0,0,,0,0,마이 패스포트(Mai Passport),Printing Parts,
PT3192-샘플(실크)_마이패스포트(MaiPassport),더블업 트래블 파우치,샘플(실크),110000,0,0,0,0,0,0,0,0,0,7,7,7,7,7,마이 패스포트(Mai Passport),Printing Parts,
PT3219-실크_전면(L파우치)_150x150_마이패스포트(MaiPassport),더블업 트래블 파우치,실크_전면(L파우치),40000,3000,1500,1500,1500,1500,1500,1500,1500,1500,0,0,,0,0,마이 패스포트(Mai Passport),Printing Parts,
PT5521-실크_전면후면_마이패스포트(MaiPassport),마이타입 4-Way 백팩,실크_전면후면,90000,,1200,600,480,390,330,318,300,300,0,0,,0,0,마이 패스포트(Mai Passport),Printing Parts,
PT5522-필름전사_1곳_마이패스포트(MaiPassport),마이타입 4-Way 백팩,필름전사_1곳,80000,,2900,2800,2700,2600,2500,2300,2300,2300,0,0,,0,0,마이 패스포트(Mai Passport),Printing Parts,
PT5523-필름전사_2곳_마이패스포트(MaiPassport),마이타입 4-Way 백팩,필름전사_2곳,80000,,4700,4300,4100,3900,3700,3400,3400,3400,0,0,,0,0,마이 패스포트(Mai Passport),Printing Parts,
PT5525-샘플(실크인쇄)_마이패스포트(MaiPassport),마이타입 4-Way 백팩,샘플(실크인쇄),90000,,1200,600,480,390,330,318,300,300,7,7,7,7,7,마이 패스포트(Mai Passport),Printing Parts,
PT5526-샘플(필름전사)_마이패스포트(MaiPassport),마이타입 4-Way 백팩,샘플(필름전사),80000,,0,0,0,0,0,0,0,0,7,7,7,7,7,마이 패스포트(Mai Passport),Printing Parts,
PT1171-전사_1색_단면_스파클링유리컵_명품전사,,전사_1색_단면,40600,4600,1600,1033,920,810,740,740,696,685,0,0,,0,0,명품전사,Printing Parts,
PT1172-전사_2색_단면_스파클링유리컵_명품전사,,전사_2색_단면,,0,2100,1233,1060,890,783,783,720,710,0,0,,0,0,명품전사,Printing Parts,
PT1173-전사_3색_단면_스파클링유리컵_명품전사,,전사_3색_단면,,0,2600,1433,1200,960,827,827,748,735,0,0,,0,0,명품전사,Printing Parts,
PT1174-전사_4색_단면_스파클링유리컵_명품전사,,전사_4색_단면,,0,3100,1683,1380,1032,872,872,778,765,0,0,,0,0,명품전사,Printing Parts,
PT1175-전사_5색_단면_스파클링유리컵_명품전사,,전사_5색_단면,,0,3600,2008,1614,1118,926,926,813,805,0,0,,0,0,명품전사,Printing Parts,
PT1177-샘플_1색_단면_스파클링유리컵_명품전사,,샘플(샘플)_1색_단면,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1178-샘플_2색_단면_스파클링유리컵_명품전사,,샘플(샘플)_2색_단면,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1179-샘플_3색_단면_스파클링유리컵_명품전사,,샘플(샘플)_3색_단면,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1180-샘플_4색_단면_스파클링유리컵_명품전사,,샘플(샘플)_4색_단면,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1181-샘플_5색_단면_스파클링유리컵_명품전사,,샘플(샘플)_5색_단면,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1185-샘플_1색_양면340도_스파클링유리컵_명품전사,,샘플(샘플)_1색_양면340도,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1186-샘플_2색_양면340도_스파클링유리컵_명품전사,,샘플(샘플)_2색_양면340도,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1187-샘플_3색_양면340도_스파클링유리컵_명품전사,,샘플(샘플)_3색_양면340도,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1188-샘플_4색_양면340도_스파클링유리컵_명품전사,,샘플(샘플)_4색_양면340도,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1189-샘플_5색_양면340도_스파클링유리컵_명품전사,,샘플(샘플)_5색_양면340도,,0,0,0,0,0,0,0,0,0,10,10,10,10,10,명품전사,Printing Parts,
PT1190-전사_1색_양면340도_스파클링유리컵_명품전사,,전사_1색_양면340도,,0,2300,1467,1340,1220,1167,1167,1010,1000,0,0,,0,0,명품전사,Printing Parts,
PT1191-전사_2색_양면340도_스파클링유리컵_명품전사,,전사_2색_양면340도,,0,3150,1900,1710,1530,1450,1450,1215,1205,0,0,,0,0,명품전사,Printing Parts,
PT1192-전사_3색_양면340도_스파클링유리컵_명품전사,,전사_3색_양면340도,,0,4425,2550,2265,1995,1875,1875,1523,1515,0,0,,0,0,명품전사,Printing Parts,
PT1193-전사_4색_양면340도_스파클링유리컵_명품전사,,전사_4색_양면340도,,0,6338,3525,3098,2693,2513,2513,1984,1970,0,0,,0,0,명품전사,Printing Parts,
PT1194-전사_5색_양면340도_스파클링유리컵_명품전사,,전사_5색_양면340도,,0,9206,4998,4346,3739,3469,3469,2676,2676,0,0,,0,0,명품전사,Printing Parts,
PT3835-전사_명품전사,레터링 유리머그,전사,41200,3200,2200,1433,1220,1010,840,840,796,785,0,0,,0,0,명품전사,Printing Parts,
PT3836-샘플(전사)_명품전사,레터링 유리머그,샘플(전사),41200,3200,2200,1433,1220,1010,840,840,796,785,10,10,10,10,10,명품전사,Printing Parts,
PT2345-패브릭디지털_4도_전면_모아산업,,패브릭디지털_4도_전면,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,모아산업,Printing Parts,졸업 완료
PT2348-샘플(패브릭디지털)_4도_전면_모아산업,,샘플(샘플)_4도_전면,11818,,,,,,,,,,6,6,6,6,6,모아산업,Printing Parts,졸업 완료
PT4443-레이저각인_1곳_모토잉,"에센셜 와인오프너 세트, 셀렉티브 전동오프너&와인잔 세트",레이저(에센셜와인오프너),60000,1200,600,600,600,600,600,600,600,600,4,4,4,6,13,모토잉,Printing Parts,
PT4448-샘플(레이저)_모토잉,"에센셜 와인오프너 세트, 셀렉티브 전동오프너&와인잔 세트",샘플(에센셜와인오프너_레이저),10000,160,160,160,0,0,0,0,0,0,3,3,3,3,3,모토잉,Printing Parts,
PT1089-실크_1색_센텐스펜_믿음뒤나미스,,실크(센텐스 펜_1색),52300,1340,820,473,404,352,317,310,305,302,1,1,1,2,4,믿음뒤나미스,Printing Parts,졸업 완료
PT1090-실크_2색_센텐스펜_믿음뒤나미스,,실크(센텐스 펜_2색),52500,1540,1020,673,604,502,467,460,455,452,1,1,1,2,4,믿음뒤나미스,Printing Parts,졸업 완료
PT1091-샘플_1색_센텐스펜_믿음뒤나미스,,샘플(샘플)_1색,,,,,,,,,,,3,3,3,3,3,믿음뒤나미스,Printing Parts,졸업 완료
PT1092-샘플_2색_센텐스펜_믿음뒤나미스,,샘플(샘플)_2색,,,,,,,,,,,3,3,3,3,3,믿음뒤나미스,Printing Parts,졸업 완료
PT2291-샘플(실크)_투명_테이블단면_믿음뒤나미스,,샘플(샘플)_투명_테이블단면,97000,19400,2170,1373,1304,1252,1217,1210,1205,1202,3,3,3,3,3,믿음뒤나미스,Printing Parts,졸업 완료
PT3172-실크_지정1색_스노클상단_믿음뒤나미스,,실크_지정1색_스노클상단,52700,1740,1220,873,804,752,717,710,705,702,0,0,,0,0,믿음뒤나미스,Printing Parts,
PT3173-실크_지정1색_좌우버클_믿음뒤나미스,,실크_지정1색_좌우버클,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,0,0,,0,0,믿음뒤나미스,Printing Parts,
PT3174-실크_화이트1색_메쉬파우치_믿음뒤나미스,,실크_화이트1색_메쉬파우치,52700,1740,1220,873,804,752,717,710,705,702,0,0,,0,0,믿음뒤나미스,Printing Parts,
PT2202-패브릭스탬프_바네사381,낫씽 설거지비누,패브릭스탬프,,,,,,,,,,,0,0,,0,0,바네사381,Printing Parts,
PT1721-전사_일반담요전면_포시즌블랭킷_빅스타,포시즌 블랭킷,전사_일반담요전면,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,빅스타,Printing Parts,
PT1722-전사_무릎담요전면_포시즌블랭킷_빅스타,포시즌 블랭킷,전사_무릎담요전면,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,빅스타,Printing Parts,
PT1725-전사_일반담요양면_포시즌블랭킷_빅스타,포시즌 블랭킷,전사_일반담요양면,0,0,5000,5000,5000,5000,5000,5000,5000,5000,0,0,,0,0,빅스타,Printing Parts,
PT1727-전사_무릎담요양면_포시즌블랭킷_빅스타,포시즌 블랭킷,전사_무릎담요양면,0,0,3000,3000,3000,3000,3000,3000,3000,3000,0,0,,0,0,빅스타,Printing Parts,
PT2618-샘플(본제작과동일옵션),포시즌 블랭킷,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,5,5,5,5,5,빅스타,Printing Parts,
PT1480-레이저각인_워터풀무선가습기_상상이상,,레이저각인,,0,0,0,0,0,0,0,0,0,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT0031-레이저각인_상상이상,,레이저각인,,0,0,0,0,0,0,0,0,0,0,0,,0,0,상상이상,Printing Parts,
PT0784-레이저각인_디테일드라이버키트_상상이상,디테일 드라이버 키트,레이저각인,,0,1000,1000,1000,1000,1000,1000,1000,1000,0,0,,0,0,상상이상,Printing Parts,
PT1782-레이저각인_프로페셔널와인오프너_상상이상,,레이저(프로페셔널 와인오프너),,1000,600,600,600,600,600,600,600,600,3,3,3,6,8,상상이상,Printing Parts,졸업 완료
PT1435-레이저각인_오토매틱와인오프너_상상이상,오토매틱 와인오프너,레이저각인,35000,700,700,700,700,700,700,700,700,700,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT1323-레이저각인_심플블랙펜_상상이상,,레이저각인,,0,0,0,0,0,0,0,0,0,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT0643-UV_TrueHEPA미니공기청정기_상상이상,,UV,,0,0,0,0,0,0,0,0,0,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT1099-레이저각인_셀러브레이션큐브_상상이상,,레이저각인,,0,0,0,0,0,0,0,0,0,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT0959-레이저각인_믹스매치머그_상상이상,,레이저각인,,0,0,0,0,0,0,0,0,0,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT1854-레이저각인_화이트볼펜_상상이상,,레이저각인,,,,,,,,,,,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT1856-샘플(레이저각인)_화이트볼펜_상상이상,,샘플(샘플),,,,,,,,,,,0,0,,0,0,상상이상,Printing Parts,졸업 완료
PT2631-샘플(본제작과동일옵션),디테일 드라이버 키트,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,2,2,2,2,2,상상이상,Printing Parts,
PT2649-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,3,3,3,3,3,상상이상,Printing Parts,졸업 완료
PT2081-UV실크_1색_클리어리유저블컵_믿음뒤나미스,클리어 리유저블컵,UV실크_1색,35000,7000,700,500,500,500,500,500,500,500,0,0,,0,0,성우스크린,Printing Parts,
PT2082-샘플(UV실크)_1색_클리어리유저블컵_믿음뒤나미스,클리어 리유저블컵,샘플(샘플)_1색,35000,7000,700,500,500,500,500,500,500,,5,5,5,5,5,성우스크린,Printing Parts,
PT5399-실크_지정1색_성우스크린,어텐션 스포츠 보틀,실크_지정1색,130400,3000,1700,1167,1060,980,953,948,948,548,5,6,8,10,1007,성우스크린,Printing Parts,
PT5400-실크_지정1색_성우스크린,올데이 텀블러,실크_지정1색,130400,3000,1700,1167,1060,980,953,948,948,548,5,6,8,10,1007,성우스크린,Printing Parts,
PT5403-샘플(실크)_1색_성우스크린,올데이 텀블러,샘플(실크)_1색,130000,2600,1300,767,660,580,553,548,548,548,3,3,3,3,3,성우스크린,Printing Parts,
PT5404-샘플(실크)_1색_성우스크린,어텐션 스포츠 보틀,샘플(실크)_1색,130000,2600,1300,767,660,580,553,548,548,548,3,3,3,3,3,성우스크린,Printing Parts,
PT3828-UVDTF스티커,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3862-UVDTF스티커_10x10(100)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3863-UVDTF스티커_20x20(200)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3864-UVDTF스티커_30x30(900)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3865-UVDTF스티커_40x40(1600)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3866-UVDTF스티커_50x50(2500)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3867-UVDTF스티커_60x60(3600)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3868-UVDTF스티커_70x70(4900)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3869-UVDTF스티커_80x80(6400)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3870-UVDTF스티커_90x90(8100)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3871-UVDTF스티커_100x100(1000)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3872-UVDTF스티커_110x110(12100)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3873-UVDTF스티커_120x120(14400)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3874-UVDTF스티커_130x130(16900)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3875-UVDTF스티커_140x140(19600)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3876-UVDTF스티커_150x150(22500)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3878-UVDTF스티커_160x160(25600)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3879-UVDTF스티커_170x170(28900)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3880-UVDTF스티커_180x180(32400)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3881-UVDTF스티커_190x190(36100)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3882-UVDTF스티커_200x200(40000)_슈퍼웍스컴퍼니,비스포크,UVDTF스티커,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,
PT3919-볼륨프린팅_손잡이_슈퍼웍스컴퍼니,,볼륨프린팅(핸디링 미니 선풍기_손잡이),55250,1105,970,642,603,603,584,580,325,323,2,2,2,3,4,슈퍼웍스컴퍼니,Printing Parts,
PT3922-샘플(볼륨프린팅)_슈퍼웍스컴퍼니,,샘플(볼륨프린팅),55250,,,,,,,,,,2,2,2,2,2,슈퍼웍스컴퍼니,Printing Parts,
PT4020-볼륨프린팅_슈퍼웍스컴퍼니,폴더블 노트북 거치대,볼륨프린팅,,,,,,,,,,,0,0,,0,0,슈퍼웍스컴퍼니,Printing Parts,졸업 완료
PT1102-실크_유광블랙1색_소프트터치블루투스키보드_신명인쇄,소프트터치 블루투스 키보드,실크(블루투스 키보드_유광블랙),20000,2000,1000,1000,1000,1000,1000,1000,1000,1000,2,2,2,4,7,신명인쇄,Printing Parts,
PT0456-실크_1개_Carryme와인잔_신명인쇄,Carry me 와인잔,Carry me 와인잔 실크_1개,,0,1000,1000,1000,1000,1000,1000,1000,1000,0,0,,0,0,신명인쇄,Printing Parts,
PT1814-실크_손잡이_핑거팬_신명인쇄,,실크_손잡이,16000,2120,1060,1020,1012,1006,1002,1001,1001,1000,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1137-실크_2색_스탠드업칫솔_신명인쇄,스탠드-업 칫솔,실크_2색,16000,1620,810,320,312,306,302,301,301,300,0,0,,0,0,신명인쇄,Printing Parts,
PT0457-실크_2개_Carryme와인잔_신명인쇄,"Carry me 와인잔, 셀렉티브 전동오프너&와인잔 세트",Carry me 와인잔 실크_2개,106000,4120,2060,2020,2012,2006,2002,2001,2001,2000,0,0,,0,0,신명인쇄,Printing Parts,
PT0893-실크_2색_모이스트듀얼가습기_신명인쇄,,실크_2색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1601-샘플(2색인쇄),,샘플(샘플),,0,0,0,0,0,0,0,0,0,5,5,5,5,5,신명인쇄,Printing Parts,졸업 완료
PT0039-실크_화이트볼펜_신명인쇄,,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1602-샘플(1색인쇄),,샘플(샘플),,0,0,0,0,0,0,0,0,0,5,5,5,5,5,신명인쇄,Printing Parts,졸업 완료
PT1206-실크_스펙트럼컬러펜_신명인쇄,,실크(스펙트럼컬러펜),16000,720,360,187,112,106,102,101,101,100,2,2,2,4,7,신명인쇄,Printing Parts,
PT1461-실크_올블랙펜_신명인쇄,올 블랙 펜,실크(올 블랙 펜),30000,600,350,200,160,100,100,100,100,100,2,2,2,4,7,신명인쇄,Printing Parts,
PT1816-실크_팬중앙_핑거팬_신명인쇄,,실크_팬중앙,16000,2120,1060,1020,1012,1006,1002,1001,1001,1000,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1321-실크_심플블랙펜_신명인쇄,,실크,,0,300,167,100,100,100,100,100,100,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1596-실크_2색_케어풀포켓새니타이저_신명인쇄,,실크_2색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1082-실크_2색_센텐스펜_신명인쇄,,실크_2색,,0,0,0,0,0,0,0,0,0,2,2,2,6,8,신명인쇄,Printing Parts,졸업 완료
PT0897-실크_1색_모이스트듀얼가습기_신명인쇄,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1138-실크_1색_스탠드업칫솔_신명인쇄,스탠드-업 칫솔,실크_1색,16000,1120,560,270,262,256,252,251,251,250,0,0,,0,0,신명인쇄,Printing Parts,
PT1598-실크_1색_케어풀포켓새니타이저_신명인쇄,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1122-실크_클립_슈가케인펜_세나토코리아,,실크_클립,10000,920,460,220,172,136,112,101,101,100,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1127-샘플(2곳인쇄),,샘플(샘플),10000,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,졸업 완료
PT0408-실크_Basket패키지_신명인쇄,Basket 패키지,실크,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1087-실크_1색_센텐스펜_신명인쇄,,실크_1색,,0,0,0,0,0,0,0,0,0,2,2,2,6,8,신명인쇄,Printing Parts,졸업 완료
PT1124-실크_바디_슈가케인펜_세나토코리아,,실크_바디,10000,720,360,186,112,106,102,101,101,100,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1741-실크_폴더블텀블러_신명인쇄,폴더블 텀블러,실크(폴더블 텀블러_본품),16000,2120,1060,1020,1012,1006,1002,1001,1001,1000,2,2,2,3,5,신명인쇄,Printing Parts,
PT0504-실크_MiiR텀블러_신명인쇄,MiiR 텀블러,실크,,0,1000,1000,1000,1000,1000,1000,1000,1000,0,0,,0,0,신명인쇄,Printing Parts,
PT0386-실크_1색_NoStressPD충전기_신명,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT0387-실크_2색_NoStressPD충전기_신명,,실크_2색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1853-실크_1색_화이트볼펜_신명인쇄,,실크_1색,,0,0,0,0,0,0,0,0,0,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT1855-샘플(실크)_1색_화이트볼펜_신명인쇄,,샘플(샘플)_1색,,,,,,,,,,,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT2624-샘플(본제작과동일옵션),소프트터치 블루투스 키보드,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,
PT2660-샘플(본제작과동일옵션),,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,졸업 완료
PT2652-샘플(본제작과동일옵션),Carry me 와인잔,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,
PT2655-샘플(본제작과동일옵션),폴더블 텀블러,샘플(본제작과동일옵션),,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,
PT2729-샘플(실크),MiiR 텀블러,샘플(실크),,0,0,0,0,0,0,0,0,0,5,5,5,5,5,신명인쇄,Printing Parts,
PT2731-샘플(1곳인쇄),,샘플(샘플),10000,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,졸업 완료
PT3206-실크_1색_엘바포토(구.신명인쇄),바이브 캠핑쿨러,실크_1색,113000,8260,5130,4130,4130,4067,4025,4029,4029,4025,0,0,,0,0,신명인쇄,Printing Parts,
PT3207-샘플(실크)_1색_엘바포토(구.신명인쇄),바이브 캠핑쿨러,샘플(실크)_1색,92500,19500,17000,16000,16000,14500,13000,13000,13000,13000,5,5,5,5,5,신명인쇄,Printing Parts,
PT3463-실크_1색_칫솔케이스_신명인쇄,스탠드-업 칫솔,실크_1색_칫솔케이스,66000,1320,660,303,242,196,165,1,1,0,3,3,3,5,7,신명인쇄,Printing Parts,
PT3889-실크_1색_전면_228x64_신명인쇄,Storage 펄프 박스,실크(Storage 펄프 박스),120000,2400,1000,667,600,550,517,510,505,502,6,6,6,8,8,신명인쇄,Printing Parts,
PT3917-실크_손잡이_신명인쇄,핸디링 미니 선풍기,실크_손잡이,36000,2520,1260,1220,1212,1206,1202,1201,1201,1200,0,0,,0,0,신명인쇄,Printing Parts,
PT3918-실크_팬중앙_신명인쇄,핸디링 미니 선풍기,실크_팬중앙,36000,2520,1260,1220,1212,1206,1202,1201,1201,1200,0,0,,0,0,신명인쇄,Printing Parts,
PT3921-샘플(실크인쇄)_팬중앙_신명인쇄,핸디링 미니 선풍기,샘플(실크인쇄)_팬중앙,36000,,,,,,,,,,3,3,3,3,3,신명인쇄,Printing Parts,
PT3942-실크_2곳(손잡이+팬중앙)_신명인쇄,핸디링 미니 선풍기,실크_2곳(손잡이+팬중앙),36000,3520,1760,1720,1712,1706,1702,1701,1701,1700,0,0,,0,0,신명인쇄,Printing Parts,
PT3943-샘플(실크인쇄)_손잡이_신명인쇄,핸디링 미니 선풍기,샘플(실크인쇄)_손잡이,36000,,,,,,,,,,3,3,3,3,3,신명인쇄,Printing Parts,
PT3944-샘플(실크인쇄)_2곳(손잡이+팬중앙)_신명인쇄,핸디링 미니 선풍기,샘플(실크인쇄)_2곳(손잡이+팬중앙),36000,,,,,,,,,,3,3,3,3,3,신명인쇄,Printing Parts,
PT4276-샘플(실크인쇄)_펜바디_신명인쇄,심볼릭 샤프 & 형광펜 세트 | 스테들러,샘플(실크_펜바디),30000,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,
PT4277-실크_바디_신명인쇄,심볼릭 샤프 & 형광펜 세트 | 스테들러,실크(스테들러4종세트),100000,2000,1000,1000,1000,1000,1000,1000,1000,1000,3,3,3,4,6,신명인쇄,Printing Parts,
PT4298-실크_지정1색_바디_40x4_신명인쇄,아이콘 펜,실크(아이콘 펜),42000,840,420,223,164,157,152,151,151,150,0,0,,0,0,신명인쇄,Printing Parts,
PT4299-실크_실버1색_블랙펜_35x4_신명인쇄,트리플 컬러펜 | JETSTREAM,실크(트리플컬러펜),67000,1340,670,453,414,357,352,351,351,350,0,0,,0,0,신명인쇄,Printing Parts,
PT4300-실크_지정1색_그레이지_35x4_신명인쇄,트리플 컬러펜 | JETSTREAM,실크(트리플컬러펜),67000,1340,670,453,414,357,352,351,351,350,0,0,,0,0,신명인쇄,Printing Parts,
PT4301-샘플(실크)_지정1색_신명인쇄,아이콘 펜,샘플(아이콘 펜_실크),42000,840,420,223,164,157,152,151,151,150,4,4,4,4,4,신명인쇄,Printing Parts,
PT4302-샘플(실크)_동일옵션_신명인쇄,트리플 컬러펜 | JETSTREAM,샘플(트리플펜_실크),67000,1340,670,453,414,357,352,351,351,350,4,4,4,4,4,신명인쇄,Printing Parts,
PT4533-실크_1색_투명캡_신명인쇄,레디고 런치박스,실크(레디고 런치박스),9000,960,880,827,816,808,803,802,801,800,0,0,,0,0,신명인쇄,Printing Parts,졸업 완료
PT4534-샘플(실크)_1색_투명캡_신명인쇄,레디고 런치박스,샘플(레디고 런치박스_실크),15000,0,0,0,0,0,0,0,0,0,3,3,3,3,3,신명인쇄,Printing Parts,졸업 완료
PT4822-실크_팬톤지정1색_신명인쇄,칠링패드 냉각선풍기,실크_팬톤지정1색,36000,2520,1260,1220,1212,1206,1202,1201,1201,1200,3,3,3,5,5,신명인쇄,Printing Parts,
PT4824-샘플(실크)_팬톤지정1색_신명인쇄,칠링패드 냉각선풍기,샘플(실크)_팬톤지정1색,36000,,,,,,,,,,5,5,5,5,5,신명인쇄,Printing Parts,
