task_id,과업지시일자,과업담당자_이름,수주처,project,발주번호,movement_산출이동,sync_itemdb,산출물,비스포크여부,긴급여부,미입하 발생이력_movement,재제작/추가제작,발주지시수량,고객주문수량,이슈체크(Order 이슈 관리용) (from order),공급가액,배송비,취득원가,파츠유형,협력사 결제조건 (from 수주처),R) 판매가(최종),세금계산서작성월 (from 지출결의),입하예정일 (from movement_산출물),입하확정일 (from movement_산출물),실제입하일 (from movement),지출결의,결제일(from 지출결의),분할지출여부,합계_분할,발주수량_분할,지출결의_분할갯수,지출결의 금액 합계 (from 지출결의),지출현황,총 지출 단가 (VAT 포함),총 지출액 (VAT 제외),조정금액(부가세포함),입하여부
PNA51214_브랜디드타월_A1,2026.4.16,김민지,유노타월 유노디자인,PNA51214-쿠팡CPLB,PO072033,MM00207236,"BDTW_PT4766-브랜디드타월_화이트,BDTW_PT4860-브랜디드타월_추상적산출물,BDTW_PT4855-자수_4도_하단250x48mm_개별시안_유노타월유노디자인",브랜디드타월,,-,0 checked out of 1,,403,400,0 checked out of 3,314340,45000,359340,"Product Parts, Phantom Parts, Printing Parts",정기(월),\2440000,26년 4월,2026.4.27,,2026.4.21,26.5.11-5.15_유노타월 유노디자인,2026.5.14,,₩0,,1,₩5010016,지출완료,981,359340,,입하완료
PNA38458_0416_5571,2026.4.16,이난영,주식회사 모아패키지,PNA38458-26년4월_재고생산,PO072020,MM00207195,STCK_PT4754-단품박스(스탠다드)_화이트,스탠다드 패키지박스 10WH,,,0 checked out of 1,,5000,,0 checked out of 1,1550000,0,1550000,Package Parts,정기(월),\0,26년 5월,2026.5.6,,2026.5.6,26.6.8-6.12_주식회사 모아패키지,2026.6.11,,#ERROR!,,1,₩17721561,지출완료,341,1550000,,입하완료
PNA51214_브랜디드타월_B1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA51214-쿠팡CPLB,PO072034,MM00207235,BDTW_PT4850-브랜딩택(커스텀인쇄)_화이트+디지털풀컬러,브랜딩택(브랜디드 타월),,-,0 checked out of 1,,420,400,0 checked out of 1,139860,0,139860,Package Parts,정기(월),\0,26년 4월,2026.4.27,,2026.4.22,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,366,139860,,입하완료
PNA38458_0416_5581,2026.4.16,육승미,(주)쉔코리아,PNA38458-26년4월_재고생산,PO072032,"MM00207227,MM00207237",STCK_PT4755-칠링패드냉각선풍기_화이트,칠링패드냉각선풍기(화이트),,,0 checked out of 2,,3000,,0 checked out of 1,24000000,0,24000000,Product Parts,정기(월),\0,26년 4월,"2026.4.21, 2026.4.21",,"2026.4.20, 2026.4.21",26.5.11-5.15_(주)쉔코리아,2026.5.14,,₩0,,1,₩55842000,지출완료,8800,24000000,,"입하완료,입하완료"
PNA38458_0415_5331,2026.4.16,김민정,주식회사 에벤에셀기업,PNA38458-26년4월_재고생산,PO072007,MM00207097,STCK_PT4391-스탠리데일리텀블러_매트블랙,스탠리데일리텀블러(매트블랙),,,0 checked out of 1,,82,,0 checked out of 1,2099200,0,2099200,Product Parts,정기(월),\0,26년 5월,2026.4.21,2026.4.21,2026.4.21,26.5.18-5.22_주식회사 에벤에셀기업,2026.5.21,,₩0,,1,₩26549050,지출완료,28160,2099200,,입하완료
PNA51286_스탠리데일리텀블러_A1,2026.4.16,김민정,주식회사 에벤에셀기업,PNA51286-광화문스퀘어민관합동협의회,PO072006,MM00207096,"STLD_PT4416-스탠리데일리텀블러_추상적산출물,STLD_PT4392-주의사항표기서(전용),STLD_PT4417-레이저각인_20x60_주식회사에벤에셀기업,STLD_PT4391-스탠리데일리텀블러_매트블랙",스탠리데일리텀블러,,-,0 checked out of 1,,82,80,0 checked out of 4,21700,50000,71700,"Phantom Parts, Package Parts, Printing Parts, Product Parts",정기(월),\2960000,26년 5월,2026.4.22,,2026.4.22,26.5.18-5.22_주식회사 에벤에셀기업,2026.5.21,,₩0,,1,₩26549050,지출완료,962,71700,,입하완료
PNA50196_스테이텀블러_A1,2026.4.16,김민정,주식회사 에벤에셀기업,PNA50196-나무기술,PO072017,MM00207152,"TMBS_PT5256-스테이텀블러_화이트,TMBS_PT5259-스테이텀블러_추상적산출물,TMBS_PT5254-레이저각인_주식회사에벤에셀기업",스테이텀블러,,-,0 checked out of 1,,53,50,0 checked out of 3,389400,0,389400,"Product Parts, Phantom Parts, Printing Parts",정기(월),\540000,26년 5월,2026.4.23,,2026.4.23,26.5.18-5.22_주식회사 에벤에셀기업,2026.5.21,,₩0,,1,₩26549050,지출완료,8082,389400,,입하완료
PNA50927_매트블랙텀블러_D1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA50927-하꾸주코리아,PO072028,MM00207220,MTTB_PT0880-사각스티커(커스텀인쇄)_화이트+디지털풀컬러_000-2[전용_단품박스],사각스티커(매트블랙 텀블러),,긴급,0 checked out of 1,,260,250,0 checked out of 1,44200,0,44200,Package Parts,정기(월),\0,26년 4월,2026.4.20,,2026.4.17,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,187,44200,,입하완료
PNA50927_트리플컬러펜∣JETSTREAM_B1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA50927-하꾸주코리아,PO072030,MM00207218,TRPC_PT2788-배경지(커스텀인쇄)_화이트+디지털풀컬러[유광비닐덮개파우치],배경지(펜류),,긴급,0 checked out of 1,,260,250,0 checked out of 1,78000,0,78000,Package Parts,정기(월),\252500,26년 4월,2026.4.20,,2026.4.20,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,330,78000,,입하완료
PNA50927_Passion더스트백(반투명M)_A1,2026.4.16,김민지,개미기획,PNA50927-하꾸주코리아,PO072025,MM00207217,"DBAG_PT0536-무광스트링파우치(커스텀인쇄)(M)_반투명_200-1,DBAG_PT3779-무광스트링파우치_추상적산출물,DBAG_PT0535-실크_Passion더스트백_개미기획[무광스트링파우치]",실크(Passion 더스트백),,긴급,0 checked out of 1,,251,250,0 checked out of 3,130400,0,130400,"Package Parts, Phantom Parts, Printing Parts",정기(격주),\657500,26년 4월,2026.4.21,,2026.4.20,26.4.27-5.1_개미기획,2026.4.30,,₩0,,1,₩8884260,지출완료,571,130400,,입하완료
PNA50927_트리플컬러펜∣JETSTREAM_A1,2026.4.16,김민지,신명인쇄,PNA50927-하꾸주코리아,PO072029,MM00207219,"TRPC_PT2472-트리플컬러펜_블랙,TRPC_PT2900-트리플컬러펜_추상적산출물,TRPC_PT4299-실크_실버1색_블랙펜_35x4_신명인쇄",실크(트리플컬러펜),,긴급,0 checked out of 1,,252,250,0 checked out of 3,150000,0,150000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\1510000,26년 4월,2026.4.21,,2026.4.21,26.4.27-5.1_신명인쇄,2026.4.30,,₩0,,1,₩3600960,지출완료,655,150000,,입하완료
PNA50927_매트블랙텀블러_B1,2026.4.16,김민지,유엘상사,PNA50927-하꾸주코리아,PO072027,MM00207215,"MTTB_PT2403-가죽슬리브_추상적산출물,MTTB_PT0881-공박(음각)_매트블랙텀블러_유엘상사[가죽슬리브],MTTB_PT0879-가죽슬리브_컬러[매트블랙텀블러]",불박(매트블랙 텀블러_가죽슬리브),,긴급,0 checked out of 1,,251,250,0 checked out of 3,625000,8000,633000,"Phantom Parts, Printing Parts, Product Parts",정기(월),\735000,26년 4월,2026.4.21,,2026.4.21,26.4.27-5.1_유엘상사,2026.4.30,,₩0,,1,₩2327300,지출완료,2774,633000,,입하완료
PNA50927_매트블랙텀블러_A1,2026.4.16,이난영,주식회사 꾸띠잔홀딩스,PNA50927-하꾸주코리아,PO072026,MM00207216,"MTTB_PT0878-매트블랙텀블러_블랙,MTTB_PT2401-매트블랙텀블러_추상적산출물,MTTB_PT0883-레이저각인_매트블랙텀블러_스텐락(CNT코리아)[매트블랙텀블러]","인쇄(매트블랙 텀블러_레이저,실크)",,긴급,0 checked out of 1,,250,250,0 checked out of 3,20000,45000,65000,"Product Parts, Phantom Parts, Printing Parts",정기(월),\2787500,26년 4월,2026.4.20,,2026.4.20,26.5.11-5.15_주식회사 꾸띠잔홀딩스,2026.5.14,,₩0,,1,₩8734000,지출완료,286,65000,,입하완료
PNA50196_Passion더스트백(반투명L)_A1,2026.4.16,김민지,개미기획,PNA50196-나무기술,PO072016,MM00207149,"DBAG_PT2844-무광스트링파우치(커스텀인쇄)(L)_반투명,DBAG_PT3779-무광스트링파우치_추상적산출물,DBAG_PT0535-실크_Passion더스트백_개미기획[무광스트링파우치]",실크(Passion 더스트백),,-,0 checked out of 1,,51,50,0 checked out of 3,50400,0,50400,"Package Parts, Phantom Parts, Printing Parts",정기(격주),\185000,26년 4월,2026.4.22,,2026.4.22,26.4.27-5.1_개미기획,2026.4.30,,₩0,,1,₩8884260,지출완료,1087,50400,,입하완료
PNA50899_액티브스포츠타월[1]_B1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA50899-에스엠케이티앤아이,PO071651,MM00205358,SPTS_PT3282-띠지(커스텀인쇄)_화이트+디지털풀컬러,띠지(액티브 스포츠타월),,-,0 checked out of 1,,110,100,0 checked out of 1,44000,0,44000,Package Parts,정기(월),\150000,26년 4월,2026.4.24,,2026.4.20,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,440,44000,,입하완료
PNA51639_브랜디드피규어키링[1]_A2,2026.4.16,육승미,엠알오즈(MROZ),PNA51639-패치워크,PO071981,MM00207041,"BRPK_PT4421-브랜디드피규어(기본피규어)_컬러,BRPK_PT4431-본드접착(키링)[브랜디드피규어(키링)],BRPK_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPK_PT4728-브랜디드피규어키링_추상적산출물,BRPK_PT1318-실버팩_100-1",브랜디드피규어키링,,-,0 checked out of 1,,101,100,0 checked out of 5,515100,17906,533006,"Product Parts, Printing Parts, Phantom Parts, Package Parts",정기(월),\860000,26년 4월,2026.5.4,,2026.4.30,26.5.11-5.15_엠알오즈(MROZ),2026.5.14,,₩0,,1,₩55421770,지출완료,5805,533006,,입하완료
PNA51639_브랜디드피규어키링[2]_A2,2026.4.16,육승미,엠알오즈(MROZ),PNA51639-패치워크,PO071983,MM00207045,"BRPK_PT4421-브랜디드피규어(기본피규어)_컬러,BRPK_PT4431-본드접착(키링)[브랜디드피규어(키링)],BRPK_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPK_PT1318-실버팩_100-1,BRPK_PT4728-브랜디드피규어키링_추상적산출물",브랜디드피규어키링,,-,0 checked out of 1,,101,100,0 checked out of 5,515100,17906,533006,"Product Parts, Printing Parts, Package Parts, Phantom Parts",정기(월),\860000,26년 4월,2026.5.4,,2026.4.30,26.5.11-5.15_엠알오즈(MROZ),2026.5.14,,₩0,,1,₩55421770,지출완료,5805,533006,,입하완료
PNA51639_브랜디드피규어키링[4]_A2,2026.4.16,육승미,엠알오즈(MROZ),PNA51639-패치워크,PO071987,MM00207044,"BRPK_PT4421-브랜디드피규어(기본피규어)_컬러,BRPK_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPK_PT4431-본드접착(키링)[브랜디드피규어(키링)],BRPK_PT4728-브랜디드피규어키링_추상적산출물,BRPK_PT1318-실버팩_100-1",브랜디드피규어키링,,-,0 checked out of 1,,101,100,0 checked out of 5,515100,17906,533006,"Product Parts, Printing Parts, Phantom Parts, Package Parts",정기(월),\860000,26년 4월,2026.5.4,,2026.4.30,26.5.11-5.15_엠알오즈(MROZ),2026.5.14,,₩0,,1,₩55421770,지출완료,5805,533006,,입하완료
PNA51595_에센셜 와인오프너 세트_A1,2026.4.16,육승미,모토잉,PNA51595-기아,PO072013,MM00207133,"ESWO_PT4442-에센셜와인오프너세트_블랙,ESWO_PT4487-에센셜와인오프너세트_추상적산출물",에센셜와인오프너세트,,-,0 checked out of 1,,71,70,0 checked out of 2,852000,12000,864000,"Product Parts, Phantom Parts",건별,\1337000,26년 4월,2026.4.20,,2026.4.17,26.4.20-4.24_모토잉,2026.4.23,,₩0,,1,₩950400,지출완료,13386,864000,,입하완료
PNA50899_액티브스포츠타월[2]_B1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA50899-에스엠케이티앤아이,PO071653,MM00205357,SPTS_PT3282-띠지(커스텀인쇄)_화이트+디지털풀컬러,띠지(액티브 스포츠타월),,-,0 checked out of 1,,110,100,0 checked out of 1,44000,0,44000,Package Parts,정기(월),\150000,26년 4월,2026.4.24,,2026.4.20,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,440,44000,,입하완료
PNA51639_브랜디드피규어키링[3]_A2,2026.4.16,육승미,엠알오즈(MROZ),PNA51639-패치워크,PO071985,MM00207048,"BRPK_PT4421-브랜디드피규어(기본피규어)_컬러,BRPK_PT4431-본드접착(키링)[브랜디드피규어(키링)],BRPK_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)],BRPK_PT4728-브랜디드피규어키링_추상적산출물,BRPK_PT1318-실버팩_100-1",브랜디드피규어키링,,-,0 checked out of 1,,101,100,0 checked out of 5,515100,17906,533006,"Product Parts, Printing Parts, Phantom Parts, Package Parts",정기(월),\860000,26년 4월,2026.5.4,,2026.4.30,26.5.11-5.15_엠알오즈(MROZ),2026.5.14,,₩0,,1,₩55421770,지출완료,5805,533006,,입하완료
PNA51595_에센셜 와인오프너 세트_C1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA51595-기아,PO072014,MM00207134,ESWO_PT4446-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커(에센셜와인오프너),,-,0 checked out of 1,,80,70,0 checked out of 1,20000,0,20000,Package Parts,정기(월),\42000,26년 4월,2026.4.22,,2026.4.22,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,275,20000,,입하완료
PNA51595_에센셜 와인오프너 세트_B1,2026.4.16,육승미,이지굿스,PNA51595-기아,PO072015,MM00207132,ESWO_PT4445-에폭시스티커_41x41_이지굿스[에센셜와인오프너세트],에폭시스티커(에센셜와인오프너),,-,0 checked out of 1,,70,70,0 checked out of 1,35000,3000,38000,Printing Parts,정기(월),\0,26년 4월,2026.4.22,,2026.4.22,26.5.11-5.15_이지굿스,2026.5.14,,₩0,,1,₩4724709,지출완료,597,38000,,입하완료
PNA50196_스테이텀블러_C1,2026.4.16,육승미,서울디지털인쇄협동조합,PNA50196-나무기술,PO072018,MM00207151,TMBS_PT5271-사각스티커(커스텀인쇄)_화이트+디지털풀컬러,사각스티커,,-,0 checked out of 1,,60,50,0 checked out of 1,15000,0,15000,Package Parts,정기(월),\0,26년 4월,2026.4.22,,2026.4.17,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,275,15000,,입하완료
PNA50196_베이직무선충전마우스패드_A1,2026.4.16,김하은,(주)명성,PNA50196-나무기술,PO072019,MM00207150,"BMMP_PT4658-베이직무선충전마우스패드_카멜,BMMP_PT4669-베이직무선충전마우스패드_추상적산출물,BMMP_PT4659-실크_화이트1색_(주)명성,BMMP_PT4662-단품박스(기성)",베이직무선충전마우스패드,,-,0 checked out of 1,,51,50,0 checked out of 4,347727,14545,362272,"Product Parts, Phantom Parts, Printing Parts, Package Parts",정기(월),\560000,26년 4월,2026.4.22,,2026.4.21,26.4.27-5.1_(주)명성,2026.4.30,,₩0,,1,₩1194500,지출완료,7814,362273,,입하완료
PNA51400_몰스킨 데일리 노트_A2,2026.4.16,남인호,신시어리웨일즈 주식회사,PNA51400-버즈빌,PO071959,MM00206898,MOLN_PT4990-UV_풀컬러_동일시안_신시어리웨일즈[몰스킨노트],UV_풀컬러,,-,0 checked out of 1,,35,35,0 checked out of 1,0,0,0,Printing Parts,정기(월),\0,,2026.4.21,,2026.4.20,,,,,,0,₩0,,0,0,,입하완료
PNA51452_라이트 샤오미펜_A1,2026.4.16,남인호,신시어리웨일즈 주식회사,PNA51452-국가안보전략연구원,PO071973,MM00206998,"LXMP_PT4590-UV_신시어리웨일즈[라이트샤오미펜],LXMP_PT4400-라이트샤오미펜_화이트,LXMP_PT4612-라이트샤오미펜_추상적산출물",라이트샤오미펜,,-,0 checked out of 1,,1005,1000,0 checked out of 3,0,0,0,"Printing Parts, Product Parts, Phantom Parts",정기(월),\1400000,,2026.4.24,,2026.4.20,,,,,,0,₩0,,0,0,,입하완료
PNA51615_핸디링 미니 선풍기_A2,2026.4.16,남인호,신시어리웨일즈 주식회사,PNA51615-삼오제약,PO071989,MM00207043,"HDRM_PT4836-UV_펜중앙&손잡이2곳_신시어리웨일즈,HDRM_PT3339-핸디링미니선풍기_화이트[신시어리웨일즈],HDRM_PT4840-핸디링미니선풍기(UV)_추상적산출물",UV(핸디링 미니 선풍기),,-,0 checked out of 1,,101,100,0 checked out of 3,0,0,0,"Printing Parts, Product Parts, Phantom Parts",정기(월),\790000,,2026.4.21,,2026.4.21,,,,,,0,₩0,,0,0,,입하완료
PNA51368_밀크에코컵_A1,2026.4.16,이난영,아인 디스트리뷰션,PNA51368-아머스포츠코리아(본제작),PO072011,"MM00207120,MM00207121,MM00207122","MKEC_PT4803-밀크에코컵_추상적산출물,MKEC_PT4798-승화전사_아인디스트리뷰션,MKEC_PT4796-밀크에코컵(레귤러)_화이트",밀크에코컵,,긴급,0 checked out of 3,,5800,5800,0 checked out of 3,34800000,390182,0,"Phantom Parts, Printing Parts, Product Parts",건별,\48140000,"26년 4월,26년 5월","2026.4.30, 2026.6.5, 2026.6.5","2026.6.5, 2026.6.5","2026.4.27, 2026.6.5, 2026.6.5","26.5.11-5.15_아인 디스트리뷰션,26.5.25-5.29_아인 디스트리뷰션","2026.5.14, 2026.5.28","분할지출,분할지출","₩2400000, ₩32400000","400, 5400",2,₩38709200,"지출완료,지출완료",6674,35190182,,"입하완료,입하완료,입하완료"
PNA51368_밀크에코컵_P1,2026.4.16,이난영,(주)청산인쇄,PNA51368-아머스포츠코리아(본제작),PO072012,"MM00207123,MM00207124",BSPK_PT4605-비스포크_산출물(상품),,비스포크,긴급,0 checked out of 2,,5800,5800,0 checked out of 1,3364000,0,3364000,Product Parts,정기(월),\6380000,26년 5월,"2026.4.27, 2026.5.22",2026.4.27,"2026.4.27, 2026.4.30",26.6.15-6.19_(주)청산인쇄,2026.6.18,,₩0,,1,₩22502370,지출완료,638,3364000,,"입하완료,입하완료(협력사)"
PNA51368_하이킹폴딩방석_A1,2026.4.16,김민지,(주)승화파트너스,PNA51368-아머스포츠코리아(본제작),PO071996,"MM00207081,MM00207082,MM00208313,MM00209760","HIKF_PT2911-하이킹폴딩방석,HIKF_PT2938-하이킹폴딩방석_추상적산출물,HIKF_PT2915-패브릭디지털_단면_(주)승화파트너스,HIKF_PT2916-하이킹폴딩방석_바이어스/고정밴드_블랙,HIKF_PT2937-샘플(본제작과동일옵션)[하이킹폴딩방석]",하이킹폴딩방석,,긴급,0 checked out of 4,,3817,"3800, 1",0 checked out of 5,15741500,105000,15846500,"Product Parts, Phantom Parts, Printing Parts",정기(격주),\23659000,26년 4월,"2026.4.21, 2026.4.28, 2026.5.6, 2026.5.6",,"2026.4.27, 2026.5.19",26.5.11-5.15_(주)승화파트너스,2026.5.12,,₩0,,1,₩41324510,지출완료,4567,15846500,,"입하완료,입하완료,입하완료"
PNA51426_심볼 NFC 키링 [1]_A2,2026.4.15,육승미,올댓프린팅,PNA51426-기아,PO071998,MM00207080,"NFCA_PT5370-투명아크릴(라지.NFC),NFCA_PT5379-투명아크릴_추상적산출물,NFCA_PT4568-회전D링_니켈,NFCA_PT4399-OPP",심볼NFC키링,,-,0 checked out of 1,,152,150,0 checked out of 4,536560,0,536560,"Product Parts, Phantom Parts, Package Parts",정기(월),\870000,26년 4월,2026.5.8,,2026.5.7,26.5.11-5.15_올댓프린팅,2026.5.14,,₩0,,1,₩7535374,지출완료,3883,536560,,입하완료
PNA51426_심볼 NFC 키링 [3]_A2,2026.4.15,육승미,올댓프린팅,PNA51426-기아,PO072002,MM00207084,"NFCA_PT5370-투명아크릴(라지.NFC),NFCA_PT5379-투명아크릴_추상적산출물,NFCA_PT4568-회전D링_니켈,NFCA_PT4399-OPP",심볼NFC키링,,-,0 checked out of 1,,152,150,0 checked out of 4,536560,0,536560,"Product Parts, Phantom Parts, Package Parts",정기(월),\870000,26년 4월,2026.5.8,,2026.5.7,26.5.11-5.15_올댓프린팅,2026.5.14,,₩0,,1,₩7535374,지출완료,3883,536560,,입하완료
PNA51426_심볼 NFC 키링 [2]_A2,2026.4.15,육승미,올댓프린팅,PNA51426-기아,PO072000,MM00207079,"NFCA_PT5370-투명아크릴(라지.NFC),NFCA_PT5379-투명아크릴_추상적산출물,NFCA_PT4568-회전D링_니켈,NFCA_PT4399-OPP",심볼NFC키링,,-,0 checked out of 1,,152,150,0 checked out of 4,536560,0,536560,"Product Parts, Phantom Parts, Package Parts",정기(월),\870000,26년 4월,2026.5.8,,2026.5.7,26.5.11-5.15_올댓프린팅,2026.5.14,,₩0,,1,₩7535374,지출완료,3883,536560,,입하완료
PNA51426_심볼 NFC 키링 [4]_A2,2026.4.15,육승미,올댓프린팅,PNA51426-기아,PO072004,MM00207088,"NFCA_PT5370-투명아크릴(라지.NFC),NFCA_PT5379-투명아크릴_추상적산출물,NFCA_PT4568-회전D링_니켈,NFCA_PT4399-OPP",심볼NFC키링,,-,0 checked out of 1,,152,150,0 checked out of 4,536560,0,536560,"Product Parts, Phantom Parts, Package Parts",정기(월),\870000,26년 4월,2026.5.8,,2026.5.7,26.5.11-5.15_올댓프린팅,2026.5.14,,₩0,,1,₩7535374,지출완료,3883,536560,,입하완료
PNA51426_심볼 NFC 키링 [3]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51426-기아,PO072003,MM00207078,NFCA_PT4569-배경지(커스텀인쇄)(공용)_화이트+디지털풀컬러,배경지(브랜드팝키링),,-,0 checked out of 1,,160,150,0 checked out of 1,56000,0,56000,Package Parts,정기(월),\75000,26년 4월,2026.4.22,,2026.4.22,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,385,56000,,입하완료
PNA51426_심볼 NFC 키링 [2]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51426-기아,PO072001,MM00207087,NFCA_PT4569-배경지(커스텀인쇄)(공용)_화이트+디지털풀컬러,배경지(브랜드팝키링),,-,0 checked out of 1,,160,150,0 checked out of 1,56000,0,56000,Package Parts,정기(월),\75000,26년 4월,2026.4.22,,2026.4.22,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,385,56000,,입하완료
PNA51426_심볼 NFC 키링 [1]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51426-기아,PO071999,MM00207086,NFCA_PT4569-배경지(커스텀인쇄)(공용)_화이트+디지털풀컬러,배경지(브랜드팝키링),,-,0 checked out of 1,,160,150,0 checked out of 1,56000,0,56000,Package Parts,정기(월),\75000,26년 4월,2026.4.22,,2026.4.22,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,385,56000,,입하완료
PNA51368_하이킹폴딩방석_B1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51368-아머스포츠코리아(본제작),PO071997,MM00207085,HIKF_PT2918-사각스티커(커스텀인쇄)_화이트+디지털풀컬러[하이킹폴딩방석],사각스티커(하이킹 폴딩방석),,긴급,0 checked out of 1,,4000,3800,0 checked out of 1,360000,0,360000,Package Parts,정기(월),\0,26년 4월,2026.5.6,,2026.4.27,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,99,360000,,입하완료
PNA51426_심볼 NFC 키링 [4]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51426-기아,PO072005,MM00207083,NFCA_PT4569-배경지(커스텀인쇄)(공용)_화이트+디지털풀컬러,배경지(브랜드팝키링),,-,0 checked out of 1,,160,150,0 checked out of 1,56000,0,56000,Package Parts,정기(월),\75000,26년 4월,2026.4.22,,2026.4.22,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,385,56000,,입하완료
PNA51419_브랜디드 피규어_A2,2026.4.15,육승미,엠알오즈(MROZ),PNA51419-에프엠커뮤니케이션즈,PO071979,MM00207019,"BRPR_PT4421-브랜디드피규어(기본피규어)_컬러,BRPR_PT4422-브랜디드피규어_추상적산출물,BRPR_PT4432-지퍼백(기성)_투명[브랜디드피규어(기본피규어)],BRPR_PT4424-UV_피규어상체전면_엠알오즈(MROZ)[브랜디드피규어(기본피규어)]",브랜디드피규어,,긴급,0 checked out of 1,,404,400,0 checked out of 4,1151400,17906,1169306,"Product Parts, Phantom Parts, Package Parts, Printing Parts",정기(월),\1800000,26년 4월,2026.4.27,,2026.4.27,26.5.11-5.15_엠알오즈(MROZ),2026.5.14,,₩0,,1,₩55421770,지출완료,3184,1169306,,입하완료
PNA51419_카드트레이 피규어 세트_A2,2026.4.15,육승미,엠알오즈(MROZ),PNA51419-에프엠커뮤니케이션즈,PO071992,MM00207054,"CTPS_PT1492-지퍼팩(기성)_100-1,CTPS_PT4624-카드트레이피규어세트_블루,CTPS_PT4618-카드트레이피규어세트_추상적산출물",카드트레이피규어세트,,긴급,0 checked out of 1,,404,400,0 checked out of 3,1656400,17906,1674306,"Package Parts, Product Parts, Phantom Parts",정기(월),\2320000,26년 4월,2026.4.27,,2026.4.23,26.5.11-5.15_엠알오즈(MROZ),2026.5.14,,₩0,,1,₩55421770,지출완료,4559,1674306,,입하완료
PNA51639_브랜디드피규어키링[3]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51639-패치워크,PO071986,MM00207050,BRPK_PT4435-배경지(커스텀인쇄)(키링)_화이트+디지털풀컬러[실버팩],배경지(키링),,-,0 checked out of 1,,110,100,0 checked out of 1,33000,0,33000,Package Parts,정기(월),\0,26년 4월,2026.4.20,,2026.4.20,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,330,33000,,입하완료
PNA51639_브랜디드피규어키링[1]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51639-패치워크,PO071982,MM00207047,BRPK_PT4435-배경지(커스텀인쇄)(키링)_화이트+디지털풀컬러[실버팩],배경지(키링),,-,0 checked out of 1,,110,100,0 checked out of 1,33000,0,33000,Package Parts,정기(월),\0,26년 4월,2026.4.20,,2026.4.20,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,330,33000,,입하완료
PNA51639_브랜디드피규어키링[2]_A1,2026.4.15,육승미,서울디지털인쇄협동조합,PNA51639-패치워크,PO071984,MM00207051,BRPK_PT4435-배경지(커스텀인쇄)(키링)_화이트+디지털풀컬러[실버팩],배경지(키링),,-,0 checked out of 1,,110,100,0 checked out of 1,33000,0,33000,Package Parts,정기(월),\0,26년 4월,2026.4.20,,2026.4.20,26.5.11-5.15_서울디지털인쇄협동조합,2026.5.14,,₩0,,1,₩23195029,지출완료,330,33000,,입하완료
