프로젝트명 (Short ver.),총 매출액,주문내역 금액 합계(from order),CX Specialist,발주 신청일 (기능),출고 요청일 (최초 출고일 기준),최종 출고일,배송 방식,출고방식 (확정),출고 날짜(월),드랍박스 링크
PNA51919-한국특수교육학회,2654300,2654300,우예림,2026.6.1,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/09tgmj21lmv1orgl4725m/AGC_zZe4okeGwVf6L1DfipE?rlkey=q9ksszl5mbd5umdd6p0youesd&dl=0
PNA52092-모투스컴퍼니,4524300,4524300,우예림,2026.5.26,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/w60h0i2uigfdcplhp6ek0/AFyjbxp_MuCHHcaABnU7Nn8?rlkey=d3o8nobnkrm5h9e65ic8x1r5x&dl=0
PNA52174-네이버,1434070,1434070,채효경,2026.5.27,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/3s2nqzgsvqt4do81j7r3a/AGwzu3Cn1bYjf-a1PM2FfVo?rlkey=1imkx4jqzxc852bwpfffinn3q&dl=0
PNA52181-롯데의료재단,6130850,6130850,지윤미,2026.5.27,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/kc39gw6higqwonus5e19t/AFOjusiEX_QP86Oq2du2tR8?rlkey=gjbnbz5mijlmmuqz320znkb5x&dl=0
PNA52243-아이덴틱스,905300,905300,우예림,2026.5.27,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/jpvj768m2acy9fprwmojz/AFLcM9wXLA1e2vhw7-AhwDI?rlkey=1wcycg5xhriinycawvxrdh2ik&dl=0
PNA52248-ReLUGames,1813020,1813020,우예림,2026.6.2,2026-06-16,2026-06-16,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/b9xx57v0scjyuob7ud9qu/ALvHmyZpfR3YTKm3PbXmLxM?rlkey=3ezbe5svl2i6d5ytbv4c3i6vf&dl=0
PNA52250-EGA,6732000,6732000,채효경,2026.5.27,2026-06-16,2026-06-16,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/db7fkg84wj9k64uh8sg91/AK3gk_gLGoLmRwRGoyswdkc?rlkey=p53rvvyna4b5klzgroookumy9&dl=0
PNA52266-울산과학대학교,2984300,2984300,이은지,2026.6.11,2026-06-16,2026-06-30,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/hi0p087gfqofr5emy5qj2/AB-AW4ii_s-fwReBNfbr8XU?rlkey=gm7oxptsfgqlahp8azna94ul6&dl=0
PNA52296-피타소프트,5306950,5306950,우예림,2026.6.1,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/cw8yog4ht4nhpj14cju8n/AJwYHfBQrMkhWvB-Mt2PKBY?rlkey=3iqa5h7xrqb6ms1b36hrrituk&dl=0
PNA52362-비올,5967500,5967500,송지영,2026.6.4,2026-06-16,2026-06-16,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/34uxmy4n7jpdkaxtjqaen/AN6EbF2xMljiBbOQYvQ8ztc?rlkey=b1goqqheai5yz3gre7sx8a0t3&dl=0
PNA51684-보령,7538355,7538355,지윤미,2026.5.27,2026-06-17,2026-06-17,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/1s7qz7q0aosdcqf4585ry/AHoItiBd-WhZ5oKWc13-An4?rlkey=mza0cbn4wj69dexk7vijojl1h&dl=0
PNA52132-대학내일,4370300,4370300,송지영,2026.6.10,2026-06-17,2026-06-17,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/m335ark3pnxzbx8uqypr5/AAw_FgRx3HVnaYer6j4qS2Y?rlkey=6cccpfsgy6spjpm9uz6udochv&dl=0
PNA52138-한국애질런트테크놀로지,1250700,1250700,우예림,2026.5.29,2026-06-17,2026-06-19,"퀵(수도권), 택배(일반)",,2026-06,https://www.dropbox.com/scl/fo/39422l5wgtff94cluepim/AD_OyVioSx-ZD5rnJiI2u2Y?rlkey=xmanc4o6py1tndll1k69o7v1v&dl=0
PNA52237-전주아이리움안경원,890010,890010,채효경,2026.6.3,2026-06-17,2026-06-17,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/7ebmz6y8m3d3k5rpj3qwk/ALbKZXTzsrC_iLznAsEgFSY?rlkey=38h8eixgidkdjpzhuz982rc56&dl=0
PNA52256-에픽스테이지,2391400,2501400,채효경,2026.5.29,2026-06-17,2026-06-17,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/haqofy8yp04lei7rs4eq0/AFE6vi32hoGDAZcRGXjza1I?rlkey=fwwsyo5a90q87y6t95xn8dl3s&dl=0
PNA52268-OneDegreeLabs,2464000,2464000,이은지,2026.6.1,2026-06-17,2026-06-17,고객직접수령,,2026-06,https://www.dropbox.com/scl/fo/969lmbv2oanq99j1mlg59/ABP8nsVKqpH45Y9P1pqfalY?rlkey=2f48tnhdg2fukyxzs6guf9iws&dl=0
PNA52297-레인보우로보틱스,5706800,5706800,송지영,2026.6.2,2026-06-17,2026-06-17,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/jgufd9qaye6xmleagujbg/AAcegMuAA59cyXYfpG-axmo?rlkey=tk9o3o03bcil2ws1015q53i1h&dl=0
PNA52320-더블유제이애드(한국수자원공사),1708300,1708300,이은지,2026.6.8,2026-06-17,2026-06-17,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/n7hj3sgk5x37ybzir5zfs/ALtgO1_K3j_rcxXSPkpRGvs?rlkey=9fu3wgkpuxwsbv5va2hjsehe1&dl=0
PNA52330-하이어코퍼레이션,5604060,5604060,채효경,2026.6.4,2026-06-17,2026-06-17,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/6eahqbepbk2x8n4ikak7g/APr4_tJF3hGom2gNbVF4PKE?rlkey=zza2jqu404pqt6btt7i6g56yz&dl=0
PNA52334-삼성전자,1250480,1250480,채효경,2026.6.4,2026-06-17,2026-06-17,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/qagoj6zn7plkuv2vjb87d/ANtPlBTDXasU2YoYiHm-wfo?rlkey=nuxg2vs5a09aoybo04yfu4qtc&dl=0
PNA52369-이디엠에듀케이션,857010,857010,채효경,2026.6.5,2026-06-17,2026-06-17,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/zwvvwfwrz5vasfn8ehg9n/ADskJ0BJskdOFdH96u4xHzU?rlkey=ico5artdnsa5fvhf6wzmv32nn&dl=0
PNA52395-GRR,8068720,8068720,이은지,2026.6.5,2026-06-17,2026-06-17,고객직접퀵배차,,2026-06,https://www.dropbox.com/scl/fo/kz9paa7kj8h7zioqd7nqz/AMcwr2K41L5cLqEbXPGgrKg?rlkey=qacvq7rxq9vrv7vfl9epjjfzm&dl=0
PNA52422-글로벌넷,1770780,1770780,이은지,2026.6.10,2026-06-17,2026-06-17,"퀵(수도권), 택배(일반)",,2026-06,https://www.dropbox.com/scl/fo/49wg8w2s2dsm4sbz7ufzt/AHHYN1KirZUTHwLI240cUkk?rlkey=t2vojef9g308cvv0zqjoqzg7z&dl=0
PNA52423-GRR,4607680,4607680,이은지,2026.6.8,2026-06-17,2026-06-17,고객직접퀵배차,,2026-06,https://www.dropbox.com/scl/fo/kmfbc82cgoyw7m4rf95ew/AIOo7IPWWwwTDfD9Kb-Aklk?rlkey=m5auf66by353fywlqn49s2a5u&dl=0
PNA52514-에이치이엠파마,1532300,1532300,우예림,2026.6.12,2026-06-17,2026-07-03,퀵(수도권),,"2026-07, 2026-06",https://www.dropbox.com/scl/fo/1y6lfp9ro8ebs6cthmw1g/AF2_A0PFtsnjUw-8wdKGeIE?rlkey=87mc3lmobux8n937w4ehneflr&dl=0
PNA50924-자화전자,3942400,3942400,송지영,2026.6.2,2026-06-18,2026-06-18,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/sjc1jmoh31sxge46yzq1h/AINOQvbU8dSg1x-4HOw4EKw?rlkey=hkg8eox31wl8b5nfnlnwdge8a&dl=0
PNA51510-웍스피어,17769400,17823300,현동원,2026.5.26,2026-06-18,2026-06-18,"퀵(수도권), ",,#ERROR!,https://www.dropbox.com/scl/fo/cjzla1oa5diwj5wibnggb/ADGgA16As4s4F-zm9iFTQ3k?rlkey=psyz5wq65mmsuitw6090ej9yg&dl=0
PNA51588-동원홈푸드,5417500,5417500,지윤미,2026.5.28,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/jjv7x8er3486e5rp76j4e/AEDmI5cFEcs2ciSnMQbV8d8?rlkey=trsxjcqi2z51chgw4htzc1fjq&dl=0
PNA51767-에어리퀴드코리아,40874130,40874130,우예림,2026.5.19,2026-06-18,2026-06-24,"택배(일반), 고객직접퀵배차",,2026-06,https://www.dropbox.com/scl/fo/ixxfsgh476yt0mzq5qohx/ADKLFm8W-Xgw4JR5eM6W__Q?rlkey=gh4uz2urz4fezgs3dz782217e&dl=0
PNA52259-법무법인대륙아주,1309000,1309000,채효경,2026.5.27,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/5b3ros5y3ubzcwg8gsdmw/ACXDPbBzZzjjM_1jGrCuzwk?rlkey=t5udbzp7kxnab9uxivnz0yost&dl=0
PNA52332-법무법인대륙아주,4290000,4290000,채효경,2026.6.1,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/ncmzds0dsrugm6ul878g4/AHoXpAnjnc4PSRWKUjH4fC4?rlkey=r7zbjc3uj6o1ihyhnmcti1bhh&dl=0
PNA52341-ETSKorea,7340300,7340300,송지영,2026.6.9,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/xqx0wqkygl0mkwc2fo5or/AM0ranunZBGPOVf0SOBHfEw?rlkey=ylj8vogz0z5j7n248zf7liqr1&dl=0
PNA52345-수현소프트,4359300,4359300,우예림,2026.6.5,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/8i4r8meogtsv5za0vba4o/APmr5jbW6zyqf6sSo9RroIo?rlkey=db42yptq9t4tu40n4dfn00l67&dl=0
PNA52389-어셈블,2268200,2268200,이은지,2026.6.5,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/mod3jpp47rg70wx5du44e/AEPH6z48MLthhuC0tGAjzsU?rlkey=p2ixxg4m0pk15e80b6v49c6cl&dl=0
PNA52447-한국경제신문,2104300,2104300,채효경,2026.6.9,2026-06-18,2026-06-18,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/iuaz1yszq55ifxiqxoiz5/AJqo1t-e6cRZ_XIdloX2ES4?rlkey=46nb5axzt7se3bhc737w1du5a&dl=0
PNA51468-IBK창공,9315900,9315900,지윤미,2026.5.29,2026-06-19,2026-07-15,택배(일반),,"2026-06, 2026-07",https://www.dropbox.com/scl/fo/e1xgl1ixxdtrpn1rx8yfz/AO0Mf4BAMsvRjCKwzR1kruI?rlkey=ivhb9s9tb3gzezktbitvvwdiq&dl=0
PNA52143-한국앤컴퍼니그룹,1965700,4090900,현동원,2026.5.26,2026-06-19,2026-06-19,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/nkkbbqsuv0u5zwfvp82ji/AGSJw38BdBfA6qURoAS7YZA?rlkey=hvqubpwhxk6r9znpqfaxpa8jy&dl=0
PNA52304-웅진프리드라이프,5525300,5525300,이은지,2026.6.9,2026-06-19,2026-06-19,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/03hu93b2n3xzu0pdfzie9/ADhG6opIadGGgMDfVaSDnfk?rlkey=6xvnkpy0xq1e6tiw6zm22fid1&dl=0
PNA52317-강동경희대병원,1568050,1568050,채효경,2026.6.9,2026-06-19,2026-06-19,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/0x2lcrdt1mem1c17e4kdu/APM0bu_hBwp6d0tEn9O86cA?rlkey=kxmttqz5y8w8wur13j6d5m51v&dl=0
PNA52446-텍스트하우스,1209780,1209780,채효경,2026.6.9,2026-06-19,2026-06-19,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/9w6vkwto0lhoxrl3jhewv/ACLCud9KjoZwRXaO23yjG5c?rlkey=fw768yi3l6dz85v0iurqiwi05&dl=0
PNA51700-링글,4634300,4634300,현동원,2026.6.5,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/udw7gcadkg2seye9cfq7g/AFnMFi6Okb_XmPkK0DhIMnI?rlkey=xidasaa4k53xy55kxhlscihnn&dl=0
PNA52222-육군본부,8872930,8872930,이은지,2026.6.9,2026-06-22,2026-06-22,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/ntco7jvsnz665vn3he9cz/ADJUsz7pN5ijrsBuDPsP-lQ?rlkey=hndaeawjclvjfw67p7wup741j&dl=0
PNA52241-재단법인용산복지재단,3181200,3181200,우예림,2026.6.2,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/cpuxf3hh1b37jv7ywz1ys/AIuKjXdjyVKEH3LpAsyqg8Q?rlkey=p4025so75ze2y7uojfuk4zfb2&dl=0
PNA52308-플래닝비서울,2475000,2475000,채효경,2026.6.4,2026-06-22,2026-06-22,고객직접퀵배차,,2026-06,https://www.dropbox.com/scl/fo/qioc6w77wdelrjsb11dg5/AJ0cecZo9jQiN5QnGY4XeE8?rlkey=lc12mbtnewz5pkb5281h9pnhl&dl=0
PNA52311-누아트,2236300,2236300,현동원,2026.6.2,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/lpsqxz8pbz6kx1qfe7tmw/AIgV8OFgx0TgvVfRXb8FKuY?rlkey=r73xetq0air33htmdwbvlz2gj&dl=0
PNA52324-콤마스페이스,1731400,1731400,우예림,2026.6.8,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/xb9gzm51cxpuevjqgu449/AC217wN18RZnYrIkGA9Qy4U?rlkey=be41mskgmu4tsqtghl3nlyab1&dl=0
PNA52325-국민건강보험공단,4930640,4930640,우예림,2026.6.17,2026-06-22,2026-07-01,택배(일반),,"2026-07, 2026-06",https://www.dropbox.com/scl/fo/zszwaimewzx1ekc0fytf3/AJgbmRthcqVH4OtUDVfb7TM?rlkey=cn1xic777lgka0wvegi8xy2fv&dl=0
PNA52356-서울장애인종합복지관,1251800,1251800,우예림,2026.6.10,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/rtwowsvhkhbdzkxtu9x02/ANNS5gchmCJV91QUnQNmv3k?rlkey=yq6nchps2ugibe22bs5atmr6x&dl=0
PNA52375-보스크,1850200,1850200,채효경,2026.6.5,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/q4d4088hym9dn1li49cbd/AFJrWmIljEIqXMSzx6YDyBo?rlkey=xc5whiwn7dhammfvkz0leqv46&dl=0
PNA52385-폴라리스오피스,969100,969100,이은지,2026.6.10,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/p0hufe09leol753x9biw1/AGbzh9BwdEOycLdgwaScVzI?rlkey=hghiqfkarnsibfh3hxddhyr4f&dl=0
PNA52406-한국항공우주산업,1582020,1582020,우예림,2026.6.10,2026-06-22,2026-06-22,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/iwiat5ebx4ezrr2sgy654/AAigdZS5BJumweTfJquFNBY?rlkey=cv6guq8gtglxkjyml7m9drccd&dl=0
PNA52452-코레이즈,553300,553300,채효경,2026.6.11,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/2czd5v1hz24jiekurvgzg/AKuXuZeUfjPMK46P_NdhFBg?rlkey=fsd1u7mizona8gbl17wxo8k8h&dl=0
PNA52522-필그림스센터,315700,315700,채효경,2026.6.12,2026-06-22,2026-06-22,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/goegglxpd8khxr3m6uuag/AB6lqRVo3ZxtVWTT9DSneJc?rlkey=np0xg84hpwdtraw9rz522dzfi&dl=0
PNA52528-모투스컴퍼니(GS건설),1186020,1186020,채효경,2026.6.12,2026-06-22,2026-06-22,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/9bddugmy24he4m7doufxi/AJUdduwID_hZQEXK7yBQTu8?rlkey=qko9s6mzum8y8hbtga8j6xblk&dl=0
PNA51181-데이터이쿠,8250000,8250000,이은지,2026.5.29,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/c6z74nq8ttry6fdtbzg0w/ANd8JYHLyjjG6ebJiJfe8q4?rlkey=av440m0yn9s06s2ohbtv31ex7&dl=0
PNA51902-커뮤니크,1603800,1603800,이은지,2026.6.11,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/yvijtm9bvx8yk17de346y/AMMq0L21n1t2IPUeeJN3Scw?rlkey=j781wl9iwcvhmxtqar3n73nce&dl=0
PNA51998-로앤컴퍼니,8371000,8371000,우예림,2026.5.26,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/i2xfvqkoz5sph7moti1p6/AFcokgY4nDeAV5VBxeCWi5A?rlkey=cas14rqcrjp0gkj4g58cqrgc8&dl=0
PNA52172-서플러스글로벌,6482300,6482300,지윤미,2026.6.9,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/a72pmo8ob1cu6okrnfb91/AET7JWVRcoAVk0zdevS3iqE?rlkey=yswe7uf142g08chjsecgyad1c&dl=0
PNA52176-아이버스커뮤니케이션즈,37989600,37989600,현동원,2026.5.21,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/kn7n3o54q53l7q0duyo5i/ANycMVkTKcr1Z8p8MTOxG9w?rlkey=6itqx95izne75wbzsviovx8vo&dl=0
PNA52224-티움,1796300,1796300,이은지,2026.5.29,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/zh7u1ahjuebu3mi95ce72/ANxqZmroGA6ZjZVIDhvK8Ec?rlkey=7pnpo8e38alxbv5jz0ya0vv7r&dl=0
PNA52270-한국항공우주연구원,6250000,6250000,이은지,2026.6.2,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/10ergbkqs7zkzb6e2uxdj/APealBDHuiHr_p6yrzgaA-w?rlkey=wdixchb9js0cjgmh5dzo0k3kh&dl=0
PNA52353-PFCT,1107700,1107700,송지영,2026.6.12,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/zrt15anhb2bw41ct85f4u/AAUyDX2cWsItIkmWg83-5Z0?rlkey=nfhcnmy07qs4fjfqhpxe0sq1b&dl=0
PNA52358-신원,3644300,2992000,송지영,2026.6.8,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/kggkgkxfjnilybyw6hqt5/AOhZ7-yw60mAYRDAqgU0ii4?rlkey=he2rl4dpnrajknei8ita7vb0a&dl=0
PNA52461-대양이엔지,1397000,1397000,이은지,2026.6.12,2026-06-23,2026-06-23,고객직접퀵배차,,2026-06,https://www.dropbox.com/scl/fo/6f4yw5xao88x9tsm283aw/AHkpF1uXowvgXcayBmttPwk?rlkey=43s8uru45ys5mkwup6jvv2303&dl=0
PNA52469-성균관대학교,975590,975590,이은지,2026.6.14,2026-06-23,2026-06-23,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/1ms5t4gmcgfouh1efv8d8/ACEkACIRxEeOteg6pYoMFBo?rlkey=q0yfxzmz49eb7yqvrazxls6qv&dl=0
PNA52474-프리뉴,3472040,3472040,우예림,2026.6.12,2026-06-23,2026-06-23,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/bkfbv7c71u2borsbw41h9/AHo82QI-HEsItmmbuFKXjr8?rlkey=d9l5vthblv2h3j9n8dcbqwodt&dl=0
PNA52553-그래피디자인(샘플),862400,85800,우예림,2026.6.17,2026-06-23,2026-06-23,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/vxbiocp90958ch1imanh6/AOalZRmHJ6qPP-lAb9aUcFA?rlkey=dmz5e2w0t9lytmrxlmcyquimg&dl=0
PNA52626-메다스,1399200,1399200,우예림,2026.6.19,2026-06-23,2026-07-06,퀵(수도권),,"2026-07, 2026-06",https://www.dropbox.com/scl/fo/8dxtgnhue72bdzrxagkcz/AC3_3otxo_waLl__9dWvIc0?rlkey=j3apmguo35739y6mvtl652t60&dl=0
PNA51873-한국플랜트산업협회,7894700,7894700,현동원,2026.6.2,2026-06-24,2026-06-24,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/5joclx3abvqyg01xk4u4r/AL_MJN7ZU-zEsWT98kCKsRk?rlkey=9ixutf1escg44wc3wfic5mple&dl=0
PNA52023-영상물등급위원회,5906560,5906560,지윤미,2026.6.12,2026-06-24,2026-06-24,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/4zgugv1m5r1qsrtkbmywj/AFo9ay1vfFEkvu_VoCUdoNA?rlkey=o9mbn7wadpqt5fy3c9amxsz7q&dl=0
PNA52035-국악방송,2588300,2588300,지윤미,2026.6.1,2026-06-24,2026-06-24,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/8epbf09eqy6gvmfjdc493/APvsHb7JrecKEa-SHaYYEkA?rlkey=0urtolvfmcsd11qwtgmko560k&dl=0
PNA52067-기아,13471920,13471920,지윤미,2026.6.10,2026-06-24,2026-06-24,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/wl6d7zuftkiljzxlrl0vp/AG3fQBRng0m6dZViFz7uX7o?rlkey=1m9v6lo1mim48fg4d2o451ftf&dl=0
PNA52238-한국과학기술연구원,9210300,9210300,우예림,2026.6.4,2026-06-24,2026-06-24,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/x2et5w4w8s3s8r1tqjxgi/AGxbfYGih_dT_uYJU45jeSo?rlkey=og0ywkuf8xjtfv4d6xcxv4s4v&dl=0
PNA52335-에이치아이여성의원,5239300,5239300,지윤미,2026.6.10,2026-06-24,2026-06-24,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/tmpqbhfgrr0md9vzpgvt4/AEVenSf0W3nz_Hl6axJ9QFc?rlkey=x0oes4qc407pylbcczhnbyipv&dl=0
PNA52373-메디스태프,1576300,1576300,이은지,2026.6.10,2026-06-24,2026-06-24,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/ndtf0fqozvhd1lohptny0/AO7ZuUuq_y-8o5lj9XTpV_s?rlkey=cvluuniqnb9nn8nuqaeyjn0q3&dl=0
PNA52380-롯데멤버스,1307900,1307900,이은지,2026.6.11,2026-06-24,2026-06-24,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/3fh5bghmhbnkx5ouujlwh/AL5xdYwyYHjMV3WDtBwN8mo?rlkey=o5u4lbvgrcelbznwxn2gjvjht&dl=0
PNA52408-동수원교회,1000010,1000010,우예림,2026.6.8,2026-06-24,2026-06-24,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/411c53umii4l7zq33vpq6/AIuPSxy8mltA5djjJg5GJWI?rlkey=r3u97chti8wc9vhrtryedpupl&dl=0
PNA52416-SK브로드밴드,2443100,2443100,우예림,2026.6.15,2026-06-24,2026-06-24,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/j5rnmp9v7tl4zf6wkzklx/AJ1mASHD75kfgRsQEZMimPM?rlkey=oy47bgwi7b5efhbdvdcozp3vf&dl=0
PNA52500-지오그리드,1924780,1924780,현동원,2026.6.12,2026-06-24,2026-06-24,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/cjhev5p4fyum76si8xmvi/ACzgt-nKxxUC3o4NjQsMFL4?rlkey=derdi1gakzh7d8i9125si8pvc&dl=0
PNA52503-한국경제인협회,869000,869000,우예림,2026.6.15,2026-06-24,2026-06-24,고객직접퀵배차,,2026-06,https://www.dropbox.com/scl/fo/x93kwo7li8qo9avz9wivs/ABB7NKx5Vkg9OJtq5Sf7xCY?rlkey=5kxx24ctf0lr9x4l9ghfpgogm&dl=0
PNA51652-레어달메디컬코리아,11952985,11952985,지윤미,2026.6.10,2026-06-25,2026-06-25,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/uq6ohtofq46ao78wdmovi/APOBQYFvsV_f4t7l925no10?rlkey=i65kzjithrh6gzc5uo798b74t&dl=0
PNA52050-한국치맥산업협회,13170000,13170000,우예림,2026.5.13,2026-06-25,2026-06-25,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/m6yb5cycsvo5sutpaobo3/APUByolNm_pQLGBkykqGnVc?rlkey=hcpprbtrwf87a2si0iyeax1sz&dl=0
PNA52205-홍똘에이전시,4675000,4675000,송지영,2026.6.8,2026-06-25,2026-06-25,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/useigeoz7dho42uk505ut/ADHbEZEcyN4MWUksV8zbp1M?rlkey=mtxb1jmnst86ttoclfbsc9qty&dl=0
PNA52350-에프엠커뮤니케이션즈,4456100,4456100,현동원,2026.6.8,2026-06-25,2026-06-25,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/ubz3dsvfpyz7itcjofey1/ACEjJTRgvxR10IPViYKSFR4?rlkey=2raed6h8400muh78wpxretr7n&dl=0
PNA52386-아마존프라임비디오,2651000,2651000,이은지,2026.6.10,2026-06-25,2026-06-25,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/k700b6lx81fqpe5ypmtqc/ALlBX72UzwfD8bk-RR17KmY?rlkey=rcj9loaxrute4jazesk0t2rqd&dl=0
PNA52400-포드처치(짐색),1257300,1257300,이은지,2026.6.10,2026-06-25,2026-06-25,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/172jfeznjd5wg4320hzu5/AK64X5sm3eBthGft6Ll09GI?rlkey=ukjmgpq12ydpu26zhtoth1bc7&dl=0
PNA52431-RystadEnergy,1011010,1501500,현동원,2026.6.16,2026-06-25,2026-06-25,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/2byd1eoo50dhg3dwo8dcj/AMJffZAvdGW7DuU9y3hYnYM?rlkey=s17qcdhv8vgtvyssq7ec3j6j7&dl=0
PNA51485-국가독성과학연구소,6555120,6555120,송지영,2026.6.10,2026-06-26,2026-06-26,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/eeevete16cve3z0d6zj4c/AMBDCbqngHxov201R6Yh_1o?rlkey=2h1wmqrtvn02s09pqpm9fb4xf&dl=0
PNA52198-GS건설,2874850,2874850,송지영,2026.6.22,2026-06-26,2026-06-26,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/mp91tj5k96ky9oo71qvvg/APQ9zBoT_pTNrPYSGtnoAMU?rlkey=djyukj7cm0gaaubka9dy0kpmw&dl=0
PNA52267-구로구청,2496780,2496780,이은지,2026.6.2,2026-06-26,2026-06-26,택배(일반),,2026-06,https://www.dropbox.com/scl/fo/v52dzzcuzawud0w6kkplb/ABw2y2fMHLudp0fwMK0oE00?rlkey=jnbb330swl3je96zamdvok2u0&dl=0
PNA52302-삼성서울병원,8989200,8989200,지윤미,2026.6.5,2026-06-26,2026-06-26,퀵(수도권),,2026-06,https://www.dropbox.com/scl/fo/mty70u3f1k3dcwiul9mkm/AApAU7hxmAyIG2mo2oylWhs?rlkey=fmycy4zlnd0l91x9pbkf08465&dl=0
