period_unit,period_key,parts_no,parts_name,category,sub_category,procurement_type,production_type,sourcing_type,sales_status,is_managed,inv_qty,unit_price,inv_amount,sales_1m,sales_3m,sales_ytd,turnover_1m,turnover_3m,turnover_ytd,stockout_start,stockout_days,last_issue_date,last_issue_summary,서브카테고리,inv_1m_avg,inv_3m_avg,inv_ytd_avg,is_first_order,is_new_product,season_type
monthly,26-7,PT4756,PT4756-마그넷케이블홀더_화이트,Tech,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,1068.666667,877,937220.6667,200,1240,2165,0.1871490954,0.8528198074,1.175638985,,0,,,PC/ 노트북 악세사리,937220.6667,1275158,1615040.862,N,N,
monthly,26-7,PT3321,PT3321-밸류보드다이어리(에스카보드),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1202,4190,5036380,0,0,0,0,0,0,,0,,,다이어리,5036380,5036380,5036380,N,N,겨울
monthly,26-7,PT4751,PT4751-하이라이트슬라이드지퍼백(M),Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,973.6666667,540,525780,300,400,650,0.3081136597,0.3570848888,0.7469192059,,0,,,지퍼백,525780,604898.1818,469930.3448,N,N,
monthly,26-7,PT5311,PT5311-올데이텀블러GS_화이트,Drinkware,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,1175,5900,6932500,50,350,350,0.04255319149,0.2507163324,0.2507163324,,0,,,텀블러,6932500,8236400,8236400,N,N,
monthly,26-7,PT3392,PT3392-페이퍼G형박스(Tower)_블랙,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1172,2450,2871400,0,0,400,0,0,0.2879040293,,0,,,미분류,2871400,2979350,3403912.069,N,N,
monthly,26-7,PT2824,PT2824-단품박스(스탠다드)_웜그레이,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1133.666667,360,408120,50,355,3336,0.0441046751,0.2708232194,2.65134864,,0,,,미분류,408120,471894.5455,452961.931,N,N,
monthly,26-7,PT1730,PT1730-단품박스(전용)_화이트_100-6,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1164,439,510996,0,0,100,0,0,0.07301999719,,0,,,미분류,510996,580412.7273,601205.1724,N,N,
monthly,26-7,PT1787,PT1787-오픈박스(스탠다드)(Small)_블랙_100-4,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1087.333333,1162,1263481.333,100,750,1500,0.09196811772,1.050435591,2.181376019,,0,,,미분류,1263481.333,829655.8182,799036.931,N,N,
monthly,26-7,PT0996,PT0996-단품박스(스탠다드)_웜그레이_000-8,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1159,280,324520,0,500,1450,0,0.3715965137,0.8435982827,,0,,,미분류,324520,376752.7273,481271.7241,N,N,
monthly,26-7,PT0548,PT0548-텀블러류지지박스_화이트_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,995.3333333,166,165225.3333,255,1570,4034,0.2561955794,1.222222222,4.931531576,,0,,,미분류,165225.3333,213234.5455,135788.2414,N,N,
monthly,26-7,PT0945,PT0945-단품박스(스탠다드)_웜그레이_000-26,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1138,869,988922,0,0,100,0,0,0.08481516144,,0,,,미분류,988922,906920,1024580.966,N,N,
monthly,26-7,PT2187,PT2187-린넨메쉬스트링파우치(스탠다드)(M),Lifestyle,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,1129,1400,1580600,100,100,200,0.08857395926,0.08316322673,0.1568288132,,0,,,미분류,1580600,1683436.364,1785386.207,N,N,
monthly,26-7,PT2248,PT2248-아트워크레더다이어리_커버_화이트,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1037.666667,3400,3528066.667,100,350,1396,0.09637006103,0.2746272915,1.326406696,,0,,,다이어리,3528066.667,4333145.455,3578389.655,N,N,겨울
monthly,26-7,PT2852,PT2852-퀵버튼링노트_내지세트,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1110,2615,2902650,0,0,340,0,0,0.2790592364,,0,,,노트,2902650,2902650,3186061.897,N,N,
monthly,26-7,PT1733,PT1733-무광스트링파우치(커스텀인쇄)_반투명_100-1,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1077,251,270327,0,0,100,0,0,0.0924744898,,0,,,미분류,270327,270327,271426.2069,N,N,
monthly,26-7,PT0506,PT0506-굿즈박스(스탠다드)_화이트_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1075,389,418175,0,0,0,0,0,0,,0,,,미분류,418175,418175,419248.1034,N,N,
monthly,26-7,PT4716,PT4716-밸류메모큐브(ver2)(점착.S),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1072,1920,2058240,0,100,900,0,0.09732790657,1.115336951,,0,,,포스트잇,2058240,1972712.727,1549307.586,N,N,
monthly,26-7,PT1707,PT1707-페이머스캡슐보틀(에코젠)_아이보리,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,1071,4200,4498200,0,200,300,0,0.1719959346,0.2104855684,,0,,,보틀,4498200,4883836.364,5986158.621,N,N,여름
monthly,26-7,PT2250,PT2250-아트워크레더다이어리_내지(만년),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,993,3020,2998860,100,350,1396,0.1007049345,0.2847001405,1.326860825,,0,,,다이어리,2998860,3712678.182,3177364.138,N,N,겨울
monthly,26-7,PT2391,PT2391-단품박스(스탠다드)_웜그레이_000-28,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1060,620,657200,0,0,0,0,0,0,,0,,,미분류,657200,569316.3636,548860.6897,N,N,
monthly,26-7,PT2268,PT2268-레더라벨캠핑체어(세트_본품및파우치)_베이지,Lifestyle,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,551.3333333,15915,8774470,750,880,930,1.360338573,0.8915906788,0.8189354143,,0,,,캠핑,8774470,15708105,18073403.28,N,N,봄가을
monthly,26-7,PT0518,PT0518-굿즈박스(스탠다드)_블랙_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1028,411,422508,0,0,0,0,0,0,,0,,,미분류,422508,422508,424775.5862,N,N,
monthly,26-7,PT0543,PT0543-골지트레이박스_블랙_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1026,2700,2770200,100,725,2395,0.09746588694,1.056684103,2.147566888,,0,,,미분류,2770200,1852493.091,3011082,N,N,
monthly,26-7,PT0579,PT0579-슬라이드지퍼백(커스텀인쇄)(Large)_반투명_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1016.666667,560,569333.3333,0,200,1650,0,0.1743540973,1.353989813,,0,,,미분류,569333.3333,642370.9091,682427.5862,N,N,
monthly,26-7,PT0521,PT0521-종이패드(스탠다드)_화이트_300-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,1008,843,849744,0,0,0,0,0,0,,0,,,미분류,849744,849744,849744,N,N,
monthly,26-7,PT1136,PT1136-스탠드업칫솔_화이트,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,932,1600,1491200,255,2490,5865,0.2736051502,2.407488793,4.345776483,,0,,,구강관리,1491200,1654836.364,2159337.931,N,N,
monthly,26-7,PT2473,PT2473-트리플컬러펜_그레이지,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,992.3333333,3782,3753004.667,0,450,3960,0,0.3589244242,5.767049336,,0,,,펜,3753004.667,4741666.727,2596946.745,N,N,
monthly,26-7,PT2826,PT2826-아쿠아스노클링마스크(세트_본품및파우치),Lifestyle,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,987,15941,15733767,0,50,200,0,0.05157178159,0.1880419474,,0,,,미분류,15733767,15455157.36,16954727.62,N,N,여름
monthly,26-7,PT1583,PT1583-골지단품박스_그레이_100-2,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,901.6666667,858,773630,600,970,2300,0.6654343808,0.5930083922,1.499255214,,0,,,미분류,773630,1403454,1316253.552,N,N,
monthly,26-7,PT1753,PT1753-프라우드투톤명함지갑_블랙,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,969.3333333,5200,5040533.333,200,705,1605,0.2063273728,0.8877568542,2.329097019,,0,,,명함지갑,5040533.333,4129509.091,3583362.966,N,N,
monthly,26-7,PT0534,PT0534-무광스트링파우치(커스텀인쇄)(M)_블랙_200-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,960,439,421440,0,0,840,0,0,1.017471831,,0,,,미분류,421440,421440,362427.7241,N,N,
monthly,26-7,PT2106,PT2106-단품박스(스탠다드)_웜그레이_000-27,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,960,561,538560,0,1050,1350,0,1.590251962,1.449194892,,0,,,미분류,538560,370413,522600.5172,N,N,
monthly,26-7,PT1718,PT1718-샤쉐향(골든뱀부),Fragrance,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,953,1000,953000,0,1910,4910,0,1.982486931,4.177497433,,0,,,샤쉐,953000,963436.3636,1175344.828,N,N,
monthly,26-7,PT4405,PT4405-하이라이트슬라이드지퍼백(S),Kit Package,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,935,450,420750,0,0,0,0,0,0,,0,,,지퍼백,420750,420750,417398.2759,N,N,
monthly,26-7,PT0576,PT0576-골지트레이박스(스탠다드)_블랙_200-2,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,933,2365,2206545,0,200,350,0,0.2041952849,0.3080892396,,0,,,미분류,2206545,2316410,2686721.552,N,N,
monthly,26-7,PT2231,PT2231-크로스스트랩_블랙,Bag&pouch,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,914,0,0,50,550,1675,0,0,0,,0,,,노트북백,0,0,0,N,N,
monthly,26-7,PT2472,PT2472-트리플컬러펜_블랙,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,928,3800,3526400,0,320,1770,0,0.3258122529,2.901417169,,0,,,펜,3526400,3732210.773,2318177.5,N,N,
monthly,26-7,PT1569,PT1569-컬러풀노트패드_블랙,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,856.6666667,1871,1602823.333,100,520,1940,0.1167315175,0.7845139187,3.583783537,,0,,,메모패드,1602823.333,1240156.455,1012823.448,N,N,
monthly,26-7,PT2169,PT2169-단품박스(스탠다드)_화이트_100-17,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,915,809,740235,100,270,1090,0.1092896175,0.2688512718,1.408331477,,0,,,미분류,740235,812456.6364,626138.1034,N,N,
monthly,26-7,PT2143,PT2143-린넨메쉬스트링파우치(S.비누망),Lifestyle,Package Parts,국내소싱,해외생산,국내소싱,판매가능,Y,898,1450,1302100,0,0,0,0,0,0,,0,,,미분류,1302100,1302100,1302100,N,N,
monthly,26-7,PT5017,PT5017-페이퍼G형박스(스탠다드)_화이트,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,892,1230,1097160,0,107,107,0,0.1108703843,0.1087951195,,0,,,미분류,1097160,1187061.818,1209705,Y,Y,
monthly,26-7,PT5361,PT5361-단품박스(스탠다드)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,885.3333333,720,637440,0,671,671,0,0.8448920021,0.7764596689,,0,,,미분류,637440,571812.7273,622208.75,N,Y,
monthly,26-7,PT2831,PT2831-주의사항스티커(전용)_화이트+디지털풀컬러,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,873,193,168489,0,100,100,0,0.1081612586,0.1045497152,,0,,,미분류,168489,178437.2727,184601.1724,N,N,
monthly,26-7,PT0536,PT0536-무광스트링파우치(커스텀인쇄)(M)_반투명_200-1,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,840.6666667,298,250518.6667,0,490,2735,0,0.4577883472,2.992228468,,0,,,미분류,250518.6667,318968.3636,272382.2759,N,N,
monthly,26-7,PT3325,PT3325-리마커블UV칫솔살균기(C타입),Lifestyle,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,838.3333333,8364,7011820,100,1750,3830,0.1192842942,1.208639417,2.609482192,,0,,,구강가전,7011820,12110311.64,12276044.69,N,N,
monthly,26-7,PT5412,PT5412-덮개박스(스탠다드)_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,832.3333333,2080,1731253.333,200,692,692,0.240288346,1.103416856,1.103416856,,0,,,미분류,1731253.333,1304457.143,1304457.143,N,Y,
monthly,26-7,PT0388,PT0388-단품박스(스탠다드)_화이트_000-15,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,2561.333333,207,530196,670,6117,8489,0.2615825091,3.352734476,3.483202633,,0,,,미분류,530196,377667.5455,504484.8621,N,N,
monthly,26-7,PT3370,PT3370-단품박스(스탠다드)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,824,635,523240,56,56,331,0.06796116505,0.06470588235,0.4155950989,,0,,,미분류,523240,549563.6364,505744.6552,N,N,
monthly,26-7,PT1729,PT1729-펠트스트링파우치(커스텀인쇄)_그레이_200-1,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,822,320,263040,0,790,990,0,0.79535054,0.8101701611,,0,,,미분류,263040,317847.2727,391028.9655,N,N,
monthly,26-7,PT0588,PT0588-단품박스(스탠다드)_웜그레이_000-5,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,4188.333333,212,887926.6667,405,3800,10630,0.09669717469,1.546830478,4.068226282,,0,,,미분류,887926.6667,520806.9091,553941.6552,N,N,
monthly,26-7,PT2405,PT2405-베케이션여권케이스,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,802,4100,3288200,100,420,1570,0.1246882793,0.4577883472,2.274658082,,0,,,여권케이스,3288200,3761563.636,2829875.862,N,N,
monthly,26-7,PT4400,PT4400-라이트샤오미펜_화이트,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,768,530,407040,200,2420,17046,0.2604166667,1.411377976,6.483133022,,0,,,펜,407040,908757.2727,1393520.69,N,N,
monthly,26-7,PT1517,PT1517-단품박스(스탠다드)_웜그레이_100-4,Figure,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,265,795,210675,750,1209,1529,2.830188679,1.474004831,1.154036498,,0,,,미분류,210675,652070.4545,1053307.241,N,N,
monthly,26-7,PT5408,PT5408-에브리폴더블멀티충전기_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,702.3333333,11000,7725666.667,270,470,470,0.3844328429,0.569259962,0.569259962,,0,,,충전기,7725666.667,9081966.667,9081966.667,Y,Y,
monthly,26-7,PT4902,PT4902-트레이박스_블랙,Awards & Recognition,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,791.3333333,430,340273.3333,0,425,1165,0,0.4606819078,0.9262000713,,0,,,미분류,340273.3333,396694.5455,540865.8621,Y,N,
monthly,26-7,PT4844,PT4844-사용설명서(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,645,100,64500,200,1240,4800,0.3100775194,1.20430867,6.377082086,,0,,,미분류,64500,102963.6364,75269.53448,N,N,
monthly,26-7,PT0733,PT0733-노트북스탠드패드_패드_다크그레이,Tech,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,784,9500,7448000,0,250,1400,0,0.2768270586,2.15533259,,0,,,PC/ 노트북 악세사리,7448000,8579363.636,6170741.379,N,N,
monthly,26-7,PT5383,PT5383-슬림터보선풍기(베이직)_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,710.6666667,6000,4264000,100,1750,1750,0.1407129456,2.051145445,2.459376372,,0,,,계절가전,4264000,5119090.909,4269375,N,Y,여름
monthly,26-7,PT1572,PT1572-슬라이드지퍼백(커스텀인쇄)(Small)_반투명_100-2,Stationery,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,693,440,304920,100,500,1958,0.1443001443,0.6340788564,2.141343289,,0,,,미분류,304920,346960,402326.8966,N,N,
monthly,26-7,PT4767,PT4767-브랜디드타월_그레이,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,755,3100,2340500,0,600,3250,0,0.8365402071,4.198453393,,0,,,타월,2340500,2223443.636,2399693.186,N,N,
monthly,26-7,PT0563,PT0563-코튼스트링파우치(커스텀인쇄)(XL)_광목_200-2,Kit Package,Package Parts,중개소싱,해외생산,중개소싱,판매가능,Y,754,1660,1251640,0,250,880,0,0.331604968,1.687272727,,0,,,미분류,1251640,1251489.091,865775.8621,N,N,
monthly,26-7,PT4730,PT4730-단품박스(전용)_화이트,Tech,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,4273.666667,600,2564200,100,3094,7902,0.02339911083,2.654551127,17.8736448,,0,,,미분류,2564200,699327.2727,265262.069,N,Y,
monthly,26-7,PT0874,PT0874-단품박스(전용)_블랙_000-7,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,676,486,328536,100,972,2678,0.1479289941,0.9617702618,2.245085569,,0,,,미분류,328536,491169.2727,579714.2069,N,N,
monthly,26-7,PT2827,PT2827-투명손잡이지퍼백(S),Bag&pouch,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,671.6666667,143,96048.33333,100,2550,2950,0.1488833747,3.723042366,3.089005236,,0,,,미분류,96048.33333,97944.09091,136565,N,N,
monthly,26-7,PT4903,PT4903-슬리브(스탠다드)_투명,Awards & Recognition,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,747.6666667,310,231776.6667,0,425,1165,0,0.4864724246,0.9698579015,,0,,,미분류,231776.6667,270827.2727,372374.1379,Y,N,
monthly,26-7,PT5430,PT5430-주의사항표기서(전용)_화이트+디지털풀컬러,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,675.3333333,100,67533.33333,100,400,400,0.1480750247,0.5923000987,0.5923000987,,0,,,미분류,67533.33333,67533.33333,67533.33333,Y,Y,
monthly,26-7,PT3346,PT3346-머그류지지박스_그레이,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,690,500,345000,0,0,0,0,0,0,,0,,,미분류,345000,345000,345137.931,N,N,
monthly,26-7,PT1109,PT1109-쇼핑백(S)_화이트_200-1,Kit Package,Package Parts,국내소싱,해외생산,국내소싱,판매가능,Y,685,0,0,0,0,0,0,0,0,,0,,,미분류,0,224181.8182,269718.75,N,N,
monthly,26-7,PT2243,PT2243-레더라벨캠핑체어(세트_본품및파우치)_블랙,Lifestyle,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,683,15000,10245000,0,0,0,0,0,0,,0,,,캠핑,10245000,10245000,10245000,N,N,봄가을
monthly,26-7,PT4795,PT4795-올웨이즈양우산(세트_본품및케이스)_블랙,Lifestyle,Product Parts,직소싱,해외생산,직소싱,판매가능,Y,639.6666667,6400,4093866.667,100,1860,2300,0.1563314226,1.342847563,1.666476801,,0,,,우산,4093866.667,8864744.091,8833006.25,N,N,
monthly,26-7,PT3323,PT3323-페이퍼G형박스(전용)_웜그레이+블랙인쇄,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,662,1020,675240,0,0,0,0,0,0,,0,,,미분류,675240,675240,666235.8621,N,N,
monthly,26-7,PT0510,PT0510-종이패드(스탠다드)_블랙_300-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,661,957,632577,0,0,0,0,0,0,,0,,,미분류,632577,172521,79072.125,N,N,
monthly,26-7,PT4904,PT4904-지지대(전용)_블랙+실버인쇄,Awards & Recognition,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,653,285,186105,0,425,1165,0,2.386421644,17.2460439,,0,,,미분류,186105,50755.90909,19252.24138,N,N,
monthly,26-7,PT0736,PT0736-에코페이퍼봉투(스탠다드)_웜그레이_300-1,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,632,1212,765984,0,100,1250,0,0.1505409175,1.320659015,,0,,,미분류,765984,805096.7273,1147154.552,N,N,
monthly,26-7,PT2995,PT2995-지지대(전용)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,631,572,360932,100,270,1090,0.1584786054,0.3709717712,1.78144725,,0,,,미분류,360932,416312,349985.1034,N,N,
monthly,26-7,PT4755,PT4755-칠링패드냉각선풍기_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,751.6666667,8636,6491393.333,377,3082,3232,0.5015521064,2.551524347,4.949213313,,0,,,계절가전,6491393.333,10431470.91,5639593.655,N,N,여름
monthly,26-7,PT5385,PT5385-슬림터보선풍기(냉각패드형)_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,318.3333333,7000,2228333.333,500,825,825,1.570680628,1.403278182,1.568254723,,0,,,계절가전,2228333.333,4115363.636,3682437.5,Y,Y,여름
monthly,26-7,PT2841,PT2841-리갈패드_옐로우,Stationery,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,530.6666667,500,265333.3333,100,620,1330,0.1884422111,0.742030247,1.525601105,,0,,,메모패드,265333.3333,417772.7273,435893.7586,N,N,
monthly,26-7,PT3353,PT3353-메시지캐리어파우치_매트블랙,Bag&pouch,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,554,5600,3102400,62,62,562,0.1119133574,0.2442568432,2.040383446,,0,,,하드케이스 파우치,3102400,1421454.545,1542455.172,N,N,
monthly,26-7,PT5500,PT5500-지지대(가로형)_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,591,1443,852813,0,0,0,0,0,0,,0,,,미분류,852813,852813,852813,Y,Y,
monthly,26-7,PT3354,PT3354-단품박스(스탠다드)_화이트,Tech,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,515,430,221450,100,672,992,0.1941747573,0.9208919895,0.8658019081,,0,,,미분류,221450,313782.7273,492676.2069,N,N,
monthly,26-7,PT3369,PT3369-홀리데이네임택_삽지(스탠다드)_화이트+디지털풀컬러,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,568,100,56800,1000,1000,3720,1.76056338,0.7634647418,1.66509747,,0,,,네임택,56800,130981.8182,223410.3448,N,N,
monthly,26-7,PT5501,PT5501-지지대(세로형)_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,565,1443,815295,0,0,0,0,0,0,,0,,,미분류,815295,815295,815295,Y,Y,
monthly,26-7,PT4766,PT4766-브랜디드타월_화이트,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,894.3333333,3400,3040733.333,0,1672,6879,0,2.829822084,6.254561919,,0,,,타월,3040733.333,2008889.545,3739446.552,N,N,
monthly,26-7,PT5148,PT5148-퀵차지도킹형보조배터리(type-C/C)_화이트,Tech,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,456.6666667,7000,3196666.667,305,1390,3170,0.6678832117,4.000523286,7.893019662,,0,,,배터리,3196666.667,2432181.818,2811344.828,N,N,
monthly,26-7,PT4719,PT4719-밸류메모큐브(ver2)(비점착.M),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,552,1730,954960,0,100,400,0,0.1903772932,0.7485319739,,0,,,포스트잇,954960,908721.8182,924476.2069,N,N,
monthly,26-7,PT0529,PT0529-지지박스(스탠다드)_화이트_000-1,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,541,250,135250,0,0,0,0,0,0,,0,,,미분류,135250,36886.36364,16906.25,N,N,
monthly,26-7,PT5499,PT5499-슬리브(스탠다드)_반투명,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,525,1443,757575,0,0,0,0,0,0,,0,,,미분류,757575,757575,757575,Y,Y,
monthly,26-7,PT5498,PT5498-트레이박스(스탠다드)_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,509,1443,734487,0,0,0,0,0,0,,0,,,미분류,734487,734487,734487,Y,Y,
monthly,26-7,PT1708,PT1708-주의사항표기서(전용)_화이트_000-6_B,Drinkware,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,503,95,47785,0,200,300,0,0.3362372001,0.4210832002,,0,,,미분류,47785,56507.72727,67682.58621,N,N,
monthly,26-7,PT1617,PT1617-클래시차량용방향제_블랙,Fragrance,Product Parts,국내소싱,해외생산,국내소싱,판매가능,Y,502,7000,3514000,0,300,1981,0,0.6082949309,4.016774194,,0,,,디퓨저,3514000,3452272.727,3452272.727,N,N,
monthly,26-7,PT2228,PT2228-브랜디드노트북백_블랙,Bag&pouch,Product Parts,중개소싱,해외생산,중개소싱,판매가능,Y,479.3333333,16818,8061428,50,550,1675,0.1043115438,0.6826901377,2.62610153,,0,,,노트북백,8061428,13549192.36,10726984.34,N,N,
monthly,26-7,PT4843,PT4843-골지단품박스(전용)(핸들),Bag&pouch,Package Parts,직소싱,해외생산,직소싱,판매가능,Y,686,1780,1221080,0,125,125,0,0.2414865508,0.2906302758,,0,,,미분류,1221080,921376.3636,765577.5,N,Y,
monthly,26-7,PT4882,PT4882-시그니처다이어리(2합)_블랙,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,465,6770,3148050,0,905,3025,0,1.472464221,7.89328484,,0,,,다이어리,3148050,4160950,2594515.517,N,N,겨울
monthly,26-7,PT3324,PT3324-주의사항표기서(전용)_화이트+디지털풀컬러,Lifestyle,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,457,51,23307,0,0,0,0,0,0,,0,,,미분류,23307,23971.72727,24126.44828,N,N,
monthly,26-7,PT2839,PT2839-프라우드메모패드_커버_블랙,Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,377.6666667,4550,1718383.333,100,620,1330,0.2647837599,0.9083644113,1.906455819,,0,,,메모패드,1718383.333,3105581.818,3174214.655,N,N,
monthly,26-7,PT4718,PT4718-밸류메모큐브(ver2)(비점착.S),Stationery,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,445,1000,445000,0,100,700,0,0.2356974502,1.803002043,,0,,,포스트잇,445000,424272.7273,388241.3793,N,N,
monthly,26-7,PT3205,PT3205-바이브캠핑쿨러,Lifestyle,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,429,11500,4933500,0,100,100,0,0.2078216512,0.1948008329,,0,,,캠핑,4933500,5533590.909,5903465.517,N,N,여름
monthly,26-7,PT2829,PT2829-트레이박스_화이트,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,420,1030,432600,0,0,0,0,0,0,,0,,,미분류,432600,432600,428941.7241,N,N,
monthly,26-7,PT2079,PT2079-클리어리유저블컵_리드(스탠다드리드)_화이트,Drinkware,Product Parts,국내생산,국내생산,해당없음,판매가능,Y,344,220,75680,100,1370,2424,0.2906976744,2.040070394,4.119703565,,0,,,리유저블컵,75680,147740,129446.2069,N,N,여름
monthly,26-7,PT4395,PT4395-지지박스_블랙,Wine,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,370,3030,1121100,100,100,300,0.2702702703,0.2528735632,0.6152758133,,0,,,미분류,1121100,1198227.273,1477386.207,N,N,
monthly,26-7,PT2844,PT2844-무광스트링파우치(커스텀인쇄)(L)_반투명,Kit Package,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,288.3333333,408,117640,168,718,1858,0.5826589595,1.185529871,3.132128117,,0,,,미분류,117640,247099.6364,242028.4138,N,N,
monthly,26-7,PT5289,PT5289-덮개박스(스탠다드)_블랙,Bag&pouch,Package Parts,국내생산,국내생산,해당없음,판매가능,Y,359.3333333,1790,643206.6667,90,410,650,0.2504638219,0.9526827207,1.180476731,,0,,,미분류,643206.6667,770350.9091,985618.75,Y,Y,
