파츠번호,재고귀속파츠번호,task_id,sync_item,과업지시상태,발주지시수량,과업지시일자,입하여부,입하수량,실제입하일(from. movement),공급가액,결제일(from. 지출결의),지출금액(vat 포함),지출결의비고,project,수주처,공급가액단가,입하예정일,,
PT2405,,PNA31194_1204_2861,STCK_PT2405-베케이션여권케이스,발주진행완료,500,2025.12.4,입하완료,500,2025.12.22,"2,125,000",2026.1.15,"2,337,500",,PNA31194-25년12월_재고생산,엔엠텍코리아주식회사,"4,250",,25년12월,2025. 12. 1
PT0557,,PNA31194_1211_0331,STCK_PT0557-머그류지지박스_화이트_000-2,발주진행완료,1000,2025.12.11,입하완료,1050,2025.12.24,"371,000",2026.1.22,"408,100",,PNA31194-25년12월_재고생산,(주)청산인쇄,371,,25년12월,2025. 12. 1
PT3200,,PNA31194_1222_3731,STCK_PT3200-캐리미와인잔(컵부분),발주진행완료,122,2025.12.22,입하완료,124,2025.12.24,"240,340",2026.1.2,"264,374",,PNA31194-25년12월_재고생산,보소코리아,"1,970",,25년12월,2025. 12. 1
PT3201,,PNA31194_1222_3741,STCK_PT3201-캐리미와인잔(받침대)_투명,발주진행완료,122,2025.12.22,입하완료,124,2025.12.24,"240,340",2026.1.2,"264,374",,PNA31194-25년12월_재고생산,보소코리아,"1,970",,25년12월,2025. 12. 1
PT1802,,PNA31194_1217_2241,STCK_PT1802-헤링본끈_화이트,발주진행완료,3000,2025.12.17,입하완료,3120,2025.12.19,"195,000",2025.12.24,"214,500",,PNA31194-25년12월_재고생산,유성(구.유성테프),65,,25년12월,2025. 12. 1
PT4696,,PNA31194_1223_5691,STCK_PT4696-킵세이프마그넷배터리2.0,발주진행완료,500,2025.12.23,입하완료,500,2025.12.26,"4,500,000",2026.1.15,"4,950,000",,PNA31194-25년12월_재고생산,(주)쉔코리아,"9,000",,25년12월,2025. 12. 1
PT0580,,PNA31194_1218_0411,STCK_PT0580-슬라이드지퍼백(커스텀인쇄)(Medium)_반투명_100-3,발주진행완료,2000,2025.12.19,입하완료,2025,2025.12.29,"940,000",2025.12.24,"1,034,000",,PNA31194-25년12월_재고생산,착한포장,470,,25년12월,2025. 12. 1
PT1780,,PNA31194_1222_2131,STCK_PT1780-쇼핑백_화이트_200-3,발주진행완료,200,2025.12.29,입하완료,201,2025.12.30,"160,000",2026.1.8,"176,000",배송비 할인 적용,PNA31194-25년12월_재고생산,민영종합상사,800,,25년12월,2025. 12. 1
PT0878,,PNA31194_1211_0721,STCK_PT0878-매트블랙텀블러_블랙,발주진행완료,2000,2025.12.11,입하완료,2000,2026.1.2,"14,220,000",2026.1.15,"15,642,000",,PNA31194-25년12월_재고생산,주식회사 꾸띠잔홀딩스,"7,110",,25년12월,2025. 12. 1
PT4766,,PNA31194_1215_5741,STCK_PT4766-브랜디드타월_화이트,발주진행완료,1000,2025.12.15,입하완료,1000,2026.1.2,"3,235,000",2026.1.8,"3,558,500","라벨 2500개 생산비 148,500원 포함",PNA31194-25년12월_재고생산,유노타월 유노디자인,"3,235",,25년12월,2025. 12. 1
PT3353,,PNA31194_1219_5221,STCK_PT3353-메시지캐리어파우치_매트블랙,발주진행완료,404,2025.12.19,입하완료,404,2025.12.22,"2,181,600",2025.12.31,"2,399,760",,PNA31194-25년12월_재고생산,(주)이삭반도체,"5,400",,25년12월,2025. 12. 1
PT4330,,PNA31194_1229_5321,STCK_PT4330-히트업손난로보조배터리_화이트,발주진행완료,190,2025.12.29,입하완료,190,2026.1.2,"2,033,000",2026.1.8,"2,236,300",,PNA31194-25년12월_재고생산,주식회사 코스맥스코리아,"10,700",,25년12월,2025. 12. 1
PT1753,,PNA31194_1211_2101,STCK_PT1753-프라우드투톤명함지갑_블랙,발주진행완료,1000,2025.12.12,"입하완료, 입하완료","500, 500","2026.1.2, 2026.1.16","5,200,000",2026.1.22,"5,720,000",,PNA31194-25년12월_재고생산,엔엠텍코리아주식회사,"5,200",,25년12월,2025. 12. 1
PT2839,,PNA31194_1211_3881,STCK_PT2839-프라우드메모패드_커버_블랙,발주진행완료,1000,2025.12.12,"입하완료, 입하완료, 입하완료","500, 484","2026.1.2, 2026.1.16, 2025.12.25","4,550,000",2026.1.22,"5,005,000",,PNA31194-25년12월_재고생산,엔엠텍코리아주식회사,"4,550",,25년12월,2025. 12. 1
PT4882,,PNA31194_1216_4681,STCK_PT4882-시그니처다이어리(2합)_블랙,발주진행완료,2000,2025.12.16,입하완료,2000,2026.1.6,"13,540,000",2026.1.15,"14,894,000",,PNA31194-25년12월_재고생산,주식회사 디자인오엔,"6,770",,25년12월,2025. 12. 1
PT3377,,PNA31194_1216_4901,STCK_PT3377-시그니처다이어리_밴드_20.빨강,발주진행완료,500,2025.12.23,입하완료,510,2025.12.29,"50,000",2026.1.15,"55,000",,PNA31194-25년12월_재고생산,유성(구.유성테프),100,,25년12월,2025. 12. 1
PT1779,,PNA31194_1222_2121,STCK_PT1779-골프공(타이틀리스트프로V1),발주진행완료,672,2025.12.22,입하완료,672,2026.1.6,"3,472,000",2026.1.8,"3,819,200","퀵 배송
",PNA31194-25년12월_재고생산,(주)바른스포츠,"5,167",,25년12월,2025. 12. 1
PT4767,,PNA31194_1222_5751,STCK_PT4767-브랜디드타월_그레이,발주진행완료,1000,2025.12.22,입하완료,1000,2026.1.5,"3,235,000",2026.1.8,"3,558,500","라벨 2500개 생산비 148,500원 포함",PNA31194-25년12월_재고생산,유노타월 유노디자인,"3,235",,25년12월,2025. 12. 1
PT1197,,PNA31194_1230_1281,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,발주진행완료,1600,2026.1.2,입하완료,1603,2026.1.5,"963,636",2026.2.12,"1,060,000","380,000원 할인 (올블랙펜 선반영 건 차액)",PNA31194-25년12월_재고생산,엘바 (ELVA),602,,25년12월,2025. 12. 1
PT1464,,PNA31194_1231_1651,STCK_PT1464-올블랙펜_매트블랙,발주진행완료,2000,2026.1.2,입하완료,2000,2026.1.5,"3,454,545",2026.2.12,"3,800,000","12월에 선반영한 건 (실제 정산 3,420,000)
",PNA31194-25년12월_재고생산,엘바 (ELVA),"1,727",,25년12월,2025. 12. 1
PT1800,,PNA31194_1216_2221,STCK_PT1800-샤쉐향(화이트타임/구화이트티앤타임),발주진행완료,1000,2025.12.16,입하완료,1000,2026.1.6,"1,200,000",2026.1.15,"1,320,000",,PNA31194-25년12월_재고생산,주식회사 센트온,"1,200",,25년12월,2025. 12. 1
PT1803,,PNA31194_1216_5421,STCK_PT1803-샤쉐향(아쿠아/구.워터풀),발주진행완료,1000,2025.12.16,입하완료,1030,2026.1.6,"1,200,000",2026.1.15,"1,320,000",,PNA31194-25년12월_재고생산,주식회사 센트온,"1,200",,25년12월,2025. 12. 1
PT1718,,PNA31194_1216_2011,STCK_PT1718-샤쉐향(골든뱀부),발주진행완료,1000,2025.12.16,입하완료,1020,2026.1.6,"1,200,000",2026.1.15,"1,320,000",,PNA31194-25년12월_재고생산,주식회사 센트온,"1,200",,25년12월,2025. 12. 1
PT0833,,PNA31194_1216_0651,STCK_PT0833-레더스킨다이어리_블랙,발주진행완료,2000,2025.12.16,입하완료,2000,2026.1.6,"12,800,000",2026.1.15,"14,080,000",,PNA31194-25년12월_재고생산,주식회사 디자인오엔,"6,400",,25년12월,2025. 12. 1
PT1780,,PNA31194_1230_2131,STCK_PT1780-쇼핑백_화이트_200-3,발주진행완료,500,2026.1.2,입하완료,504,2026.1.2,"400,000",2026.1.8,"440,000",,PNA31194-25년12월_재고생산,민영종합상사,800,,25년12월,2025. 12. 1
PT3400,,PNA31194_1229_4811,STCK_PT3400-스탠리데일리텀블러_폴라화이트,발주진행완료,52,2026.1.6,입하완료,,2026.1.7,"1,388,400",2026.2.23,"1,527,240",,PNA31194-25년12월_재고생산,주식회사 에벤에셀기업,"26,700",,25년12월,2025. 12. 1
PT4476,,PNA31194_1230_5451,STCK_PT4476-스탠리슬림보틀_폴라화이트,발주진행완료,97,2026.1.6,입하완료,,2026.1.7,"2,861,500",2026.2.23,"3,147,650",,PNA31194-25년12월_재고생산,주식회사 에벤에셀기업,"29,500",,25년12월,2025. 12. 1
PT4478,,PNA31194_1230_5471,STCK_PT4478-스탠리슬림보틀_매트블랙,발주진행완료,55,2026.1.6,입하완료,,2026.1.7,"1,622,500",2026.2.23,"1,784,750",,PNA31194-25년12월_재고생산,주식회사 에벤에셀기업,"29,500",,25년12월,2025. 12. 1
PT4477,,PNA31194_1230_5461,STCK_PT4477-스탠리슬림보틀_해머톤그린,발주진행완료,105,2026.1.6,입하완료,,2026.1.7,"3,097,500",2026.2.23,"3,407,250",,PNA31194-25년12월_재고생산,주식회사 에벤에셀기업,"29,500",,25년12월,2025. 12. 1
PT4696,,PNA31194_1231_5691,STCK_PT4696-킵세이프마그넷배터리2.0,발주진행완료,500,2026.1.2,입하완료,500,2026.1.7,"4,500,000",2026.2.12,"4,950,000",,PNA31194-25년12월_재고생산,(주)쉔코리아,"9,000",,25년12월,2025. 12. 1
PT4400,,PNA31194_1230_5501,STCK_PT4400-라이트샤오미펜_화이트,발주진행완료,3000,2025.12.30,"입하완료, 입하완료","2900, 100","2026.1.7, 2026.1.8","1,500,000",2026.1.15,"1,650,000",,PNA31194-25년12월_재고생산,(주)영인기프트,500,,25년12월,2025. 12. 1
PT2841,,PNA31194_1211_3891,STCK_PT2841-리갈패드_옐로우,발주진행완료,1000,2025.12.12,입하완료,1000,2026.1.7,"500,000",2026.1.22,"550,000",,PNA31194-25년12월_재고생산,엔엠텍코리아주식회사,500,,25년12월,2025. 12. 1
PT4769,,PNA31194_1231_5711,STCK_PT4769-주의사항표기서(전용)_화이트,발주진행완료,1000,2026.1.2,입하완료,1060,2026.1.7,"100,000",2026.2.12,"110,000",,PNA31194-25년12월_재고생산,서울디지털인쇄협동조합,100,,25년12월,2025. 12. 1
PT0542,,PNA31194_1222_0261,STCK_PT0542-골지트레이박스_화이트_200-1,발주진행완료,2000,2025.12.22,입하완료,2040,2026.1.12,"3,620,000",2026.2.12,"3,982,000",,PNA31194-25년12월_재고생산,주식회사 모아패키지,"1,810",,25년12월,2025. 12. 1
PT1493,,PNA31194_1226_1691,STCK_PT1493-오픈박스(스탠다드)(Small)_화이트_100-4,발주진행완료,2000,2025.12.26,입하완료,2100,2026.1.9,"1,048,000",2026.2.13,"1,152,800",,PNA31194-25년12월_재고생산,(주)청산인쇄,524,,25년12월,2025. 12. 1
PT4766,,PNA31194_1231_5741,STCK_PT4766-브랜디드타월_화이트,발주진행완료,1000,2026.1.2,입하완료,1000,2026.1.13,"3,100,000",2026.1.15,"3,410,000",,PNA31194-25년12월_재고생산,유노타월 유노디자인,"3,100",,25년12월,2025. 12. 1
PT3193,,PNA31194_1231_3871,STCK_PT3193-투명손잡이지퍼백(M),발주진행완료,1000,2026.1.2,입하완료,1000,2026.1.12,"202,909",2026.1.8,"223,200",,PNA31194-25년12월_재고생산,착한포장,203,,25년12월,2025. 12. 1
PT1136,,PNA31194_1222_1201,STCK_PT1136-스탠드업칫솔_화이트,발주진행완료,2000,2025.12.22,입하완료,2020,2026.1.5,"3,200,000",2026.1.8,"3,520,000",,PNA31194-25년12월_재고생산,(주)이케이비전,"1,600",,25년12월,2025. 12. 1
PT4093,,PNA31194_1216_5281,STCK_PT4093-프라임폴더블멀티충전기_다크그레이,발주진행완료,300,2025.12.16,"입하완료, 입하완료","180, 120","2026.1.19, 2026.1.26","10,800,000",2026.1.2,"11,880,000",,PNA31194-25년12월_재고생산,제이에이 코퍼레이션 (JA Corp.),"36,000",,25년12월,2025. 12. 1
PT2117,,PNA31194_1222_2431,STCK_PT2117-생분해펄프화분(전용)_브라운,발주진행완료,5000,2025.12.26,입하완료,5000,2026.1.20,"500,000",2026.1.29,"550,000",,PNA31194-25년12월_재고생산,성우무역,100,,25년12월,2025. 12. 1
PT2802,,PNA31194_1222_3111,"STCK_PT2802-아이콘펜(바디)_화이트, STCK_PT2962-아이콘펜(클립)_화이트",발주진행완료,5000,2025.12.26,"입하완료, 입하완료","4942, 5350","2026.1.20, 2026.1.20","1,775,000",2026.1.29,"1,952,500",,PNA31194-25년12월_재고생산,성우무역,355,,25년12월,2025. 12. 1
PT4729,,PNA31194_1216_6031,STCK_PT4729-커넥트6in1케이블키트_본품,발주진행완료,3000,2025.12.26,입하완료,3009,2026.1.26,"3,364,708",,"3,701,179",,PNA31194-25년12월_재고생산,"Dongguan JinEn Electronics Co., Ltd","1,122",,25년12월,2025. 12. 1
PT4757,,PNA31194_1222_5641,STCK_PT4757-마그넷케이블홀더_블랙,발주진행완료,3000,2026.1.6,입하완료,2999,2026.1.26,"2,376,554",,"2,376,554","2,353,457",PNA31194-25년12월_재고생산,"Dongguan Wik Electronic Technology Co., Ltd.",792,,25년12월,2025. 12. 1
PT4756,PT4756,PNA31194_1222_5631,"STCK_PT4756-마그넷케이블홀더_화이트, STCK_PT4758-단품박스(전용), STCK_PT4759-블리스터(전용)",발주진행완료,3000,2026.1.6,"입하완료, 입하완료, 입하완료","3000, 6400, 6383","2026.1.26, 2026.1.26, 2026.1.26","2,376,555",,"2,376,555","2,399,652",PNA31194-25년12월_재고생산,"Dongguan Wik Electronic Technology Co., Ltd.",792,,25년12월,2025. 12. 1
PT3325,,PNA31194_1222_4081,STCK_PT3325-리마커블UV칫솔살균기(C타입),발주진행완료,2000,2025.12.23,입하완료,2000,2026.1.27,"16,727,273",2026.2.12,"18,400,000",,PNA31194-25년12월_재고생산,비투비 커머스,"8,364",,25년12월,2025. 12. 1
PT4710,PT4710,PNA31194_1222_5821,"STCK_PT4710-브릭스탠드멀티충전스테이션_화이트, STCK_PT4711-브릭스탠드멀티충전스테이션(인쇄패드)_화이트, STCK_PT4953-브릭스탠드멀티충전스테이션_추상적산출물, STCK_PT4712-단품박스(전용)_화이트",발주진행완료,2000,2026.1.5,"입하완료, 입하완료, 입하완료","2019, 2099, 2221","2026.2.11, 2026.2.11, 2026.2.11","50,600,000","2026.1.15, 2026.2.23","55,660,000",본품+박스,PNA31194-25년12월_재고생산,제이에이 코퍼레이션 (JA Corp.),"25,300",,25년12월,2025. 12. 1
PT4763,PT4763,PNA31194_1222_5681,"STCK_PT4763-파워업PD충전기_화이트, STCK_PT4764-단품박스(전용)_화이트",발주진행완료,3000,2026.1.2,"입하완료, 입하완료","3000, 2996","2026.4.2, 2026.4.2","27,000,000","2026.2.9, 2026.4.9","29,700,000",PD충전기 분할지출의 건 (선금 2/9 지급),PNA31194-25년12월_재고생산,주식회사 드리온,"9,000",,25년12월,2025. 12. 1
PT3900,,PNA38470_0106_4831,STCK_PT3900-리멤버탁상시계,발주진행완료,500,2026.1.6,입하완료,500,2026.1.8,"2,450,000",2026.1.22,"2,695,000",,PNA38470-26년1월_재고생산,주식회사 코스맥스코리아,"4,900",2026.1.8,26년1월,2026. 1. 1
PT3353,,PNA38470_0108_5221,STCK_PT3353-메시지캐리어파우치_매트블랙,발주진행완료,500,2026.1.8,입하완료,500,2026.1.8,"2,700,000",2026.1.15,"2,970,000",,PNA38470-26년1월_재고생산,(주)이삭반도체,"5,400",2026.1.8,26년1월,2026. 1. 1
PT4696,,PNA38470_0106_5691,STCK_PT4696-킵세이프마그넷배터리2.0,발주진행완료,300,2026.1.6,입하완료,300,2026.1.7,"2,700,000",2026.2.12,"2,970,000",,PNA38470-26년1월_재고생산,(주)쉔코리아,"9,000",2026.1.9,26년1월,2026. 1. 1
PT3330,,PNA38470_0108_4101,STCK_PT3330-칫솔케이스(커스텀인쇄)_투명,발주진행완료,900,2026.1.8,입하완료,900,2026.1.13,"257,727",2026.1.22,"283,500",,PNA38470-26년1월_재고생산,도매박스&뉴제이스포츠,286,2026.1.12,26년1월,2026. 1. 1
PT1197,,PNA38470_0108_1281,STCK_PT1197-스펙트럼컬러펜(블랙잉크)_화이트,발주진행완료,200,2026.1.8,입하완료,201,2026.1.9,"218,182",2026.2.12,"240,000",,PNA38470-26년1월_재고생산,엘바 (ELVA),"1,091",2026.1.12,26년1월,2026. 1. 1
PT0712,,PNA38470_0112_0521,STCK_PT0712-내추럴노트_커버_그레이,발주진행완료,3000,2026.1.15,입하완료,3000,2026.1.6,"5,040,000",2026.1.29,"5,544,000",,PNA38470-26년1월_재고생산,주식회사 디자인오엔,"1,680",2026.1.12,26년1월,2026. 1. 1
PT3385,,PNA38470_0105_4991,STCK_PT3385-시그니처다이어리_밴드_14.노랑,발주진행완료,500,2026.1.6,입하완료,500,2026.1.13,"50,000",2026.1.22,"55,000",,PNA38470-26년1월_재고생산,유성(구.유성테프),100,2026.1.13,26년1월,2026. 1. 1
PT4715,,PNA38470_0105_5881,STCK_PT4715-사용설명서(전용)(브릭메모캘린더스탠드),발주진행완료,2500,2026.1.6,입하완료,2590,2026.1.13,"300,000",2026.2.12,"330,000",,PNA38470-26년1월_재고생산,서울디지털인쇄협동조합,120,2026.1.13,26년1월,2026. 1. 1
PT4391,,PNA38470_0108_5331,STCK_PT4391-스탠리데일리텀블러_매트블랙,발주진행완료,186,2026.1.13,입하완료,,2026.1.13,"4,966,200",2026.2.23,"5,462,820",,PNA38470-26년1월_재고생산,주식회사 에벤에셀기업,"26,700",2026.1.13,26년1월,2026. 1. 1
PT3200,,PNA38470_0108_3731,STCK_PT3200-캐리미와인잔(컵부분),발주진행완료,2700,2026.1.12,입하완료,2720,2026.1.13,"4,995,000",2026.1.22,"5,494,500",,PNA38470-26년1월_재고생산,보소코리아,"1,850",2026.1.13,26년1월,2026. 1. 1
PT3201,,PNA38470_0108_3741,STCK_PT3201-캐리미와인잔(받침대)_투명,발주진행완료,2700,2026.1.12,입하완료,2720,2026.1.13,"4,995,000",2026.1.22,"5,494,500",,PNA38470-26년1월_재고생산,보소코리아,"1,850",2026.1.13,26년1월,2026. 1. 1
PT3203,,PNA38470_0108_3761,STCK_PT3203-캐리미와인잔(2개입케이스),발주진행완료,920,2026.1.12,입하완료,930,2026.1.13,"699,200",2026.1.22,"769,120",,PNA38470-26년1월_재고생산,보소코리아,760,2026.1.13,26년1월,2026. 1. 1
PT3400,,PNA38470_0112_4811,STCK_PT3400-스탠리데일리텀블러_폴라화이트,발주진행완료,31,2026.1.13,입하완료,,2026.1.13,"827,700",2026.2.23,"910,470",PNA50181-고대구로병원,PNA38470-26년1월_재고생산,주식회사 에벤에셀기업,"26,700",2026.1.13,26년1월,2026. 1. 1
PT3401,,PNA38470_0112_4821,STCK_PT3401-스탠리데일리텀블러_해머톤그린,발주진행완료,31,2026.1.13,입하완료,,2026.1.13,"827,700",2026.2.23,"910,470",PNA50181-고대구로병원,PNA38470-26년1월_재고생산,주식회사 에벤에셀기업,"26,700",2026.1.13,26년1월,2026. 1. 1
PT4752,,PNA38470_0107_5561,STCK_PT4752-하이라이트슬라이드지퍼백(L),발주진행완료,1000,2026.1.7,입하완료,1000,2026.1.14,"690,000",2026.1.15,"759,000",,PNA38470-26년1월_재고생산,착한포장,690,2026.1.14,26년1월,2026. 1. 1
PT4731,,PNA38470_0108_6081,STCK_PT4731-사용설명서(전용)_화이트,발주진행완료,3000,2026.1.8,입하완료,3080,2026.1.13,"360,000",2026.2.12,"396,000",,PNA38470-26년1월_재고생산,서울디지털인쇄협동조합,120,2026.1.14,26년1월,2026. 1. 1
PT4330,,PNA38470_0109_5321,STCK_PT4330-히트업손난로보조배터리_화이트,발주진행완료,102,2026.1.13,입하완료,102,2026.1.14,"1,091,400",2026.1.29,"1,200,540",,PNA38470-26년1월_재고생산,주식회사 코스맥스코리아,"10,700",2026.1.14,26년1월,2026. 1. 1
PT1201,,PNA38470_0112_1301,STCK_PT1201-스펙트럼컬러펜(블랙잉크)_블랙,발주진행완료,50,2026.1.12,입하완료,51,2026.1.13,"54,545",2026.2.12,"60,000",,PNA38470-26년1월_재고생산,엘바 (ELVA),"1,091",2026.1.14,26년1월,2026. 1. 1
PT1780,,PNA38470_0112_2131,STCK_PT1780-쇼핑백_화이트_200-3,발주진행완료,100,2026.1.12,입하완료,100,2026.1.15,"80,000",2026.1.22,"88,000",,PNA38470-26년1월_재고생산,민영종합상사,800,2026.1.15,26년1월,2026. 1. 1
PT3400,,PNA38470_0113_4811,STCK_PT3400-스탠리데일리텀블러_폴라화이트,발주진행완료,132,2026.1.16,입하완료,,2026.1.16,"3,524,400",2026.2.23,"3,876,840","PNA50120-인천대학교, PNA38236-조이시티",PNA38470-26년1월_재고생산,주식회사 에벤에셀기업,"26,700",2026.1.16,26년1월,2026. 1. 1
PT1619,,PNA38470_0106_1871,STCK_PT1619-펠트패드_화이트,발주진행완료,5000,2026.1.6,입하완료,5060,2026.1.19,"1,500,000",2026.1.15,"1,650,000",,PNA38470-26년1월_재고생산,주식회사 더블에이치,300,2026.1.19,26년1월,2026. 1. 1
PT4986,,PNA38470_0106_5901,STCK_PT4986-페이퍼G형박스(전용)(몰스킨)_블랙,발주진행완료,1000,2026.1.6,입하완료,1159,2026.1.22,"1,360,000",2026.2.12,"1,496,000",,PNA38470-26년1월_재고생산,주식회사 모아패키지,"1,360",2026.1.22,26년1월,2026. 1. 1
PT4762,,PNA38470_0108_5651,STCK_PT4762-골지G형박스(L)_그레이,발주진행완료,3000,2026.1.8,입하완료,3085,2026.1.22,"4,740,000",2026.2.12,"5,214,000",,PNA38470-26년1월_재고생산,주식회사 모아패키지,"1,580",2026.1.22,26년1월,2026. 1. 1
PT5178,,PNA38470_0119_5251,STCK_PT5178-쇼핑백(S)_블랙,발주진행완료,200,2026.1.19,입하완료,200,2026.1.26,"191,720",2026.1.29,"210,892",,PNA38470-26년1월_재고생산,기프트인포 주식회사,959,2026.1.22,26년1월,2026. 1. 1
PT2844,,PNA38470_0113_4411,STCK_PT2844-무광스트링파우치(커스텀인쇄)(L)_반투명,발주진행완료,1000,2026.1.13,입하완료,1000,2026.1.23,"408,182",2026.1.22,"449,000",,PNA38470-26년1월_재고생산,착한포장,408,2026.1.23,26년1월,2026. 1. 1
PT0403,,PNA38470_0109_2941,"STCK_PT0403-바스켓_리드_오트밀, STCK_PT0404-바스켓_바디_오트밀, STCK_PT2733-바스켓_오트밀_추상적산출물",발주진행완료,505,2026.1.16,"입하완료, 입하완료, 입하완료, 입하완료","469, 469, 36, 36","2026.1.23, 2026.1.23, 2026.1.29, 2026.1.29","656,500",2026.1.22,"722,150",,PNA38470-26년1월_재고생산,주식회사 이우피앤씨,"1,300","2026.1.23, 2026.1.23, 2026.1.29, 2026.1.29",26년1월,2026. 1. 1
PT4723,,PNA38470_0105_6001,STCK_PT4723-오아시스미니마사지건(전용)_박스,발주진행완료,400,2026.1.22,입하완료,400,2026.1.26,"194,075",,"194,075",,PNA38470-26년1월_재고생산,"Xiamen Healthpal Electronic Co,.Ltd",485,2026.1.26,26년1월,2026. 1. 1
PT4478,,PNA38470_0122_5471,STCK_PT4478-스탠리슬림보틀_매트블랙,발주진행완료,112,2026.1.26,입하완료,112,2026.1.26,"3,304,000",2026.2.23,"3,634,400",,PNA38470-26년1월_재고생산,주식회사 에벤에셀기업,"29,500",2026.1.26,26년1월,2026. 1. 1
PT4330,,PNA38470_0126_5321,STCK_PT4330-히트업손난로보조배터리_화이트,발주진행완료,152,2026.1.28,입하완료,,2026.1.29,"1,626,400",2026.2.12,"1,789,040",,PNA38470-26년1월_재고생산,주식회사 코스맥스코리아,"10,700",2026.1.29,26년1월,2026. 1. 1
PT1116,,PNA38470_0_1131,STCK_PT1116-슈가케인펜_그린,발주진행완료,120,2026.1.27,입하완료,120,2026.1.29,"252,000",2026.2.5,"277,200",,PNA38470-26년1월_재고생산,RD상사(세나토코리아),"2,100",2026.1.29,26년1월,2026. 1. 1
PT4093,,PNA38470_0127_5281,STCK_PT4093-프라임폴더블멀티충전기_다크그레이,발주진행완료,311,2026.1.29,"입하완료, 입하완료","211, 100","2026.1.28, 2026.1.30","11,196,000",2026.2.5,"12,315,600",,PNA38470-26년1월_재고생산,제이에이 코퍼레이션 (JA Corp.),"36,000","2026.1.29, 2026.1.30",26년1월,2026. 1. 1
PT2405,,PNA38470_0109_2861,STCK_PT2405-베케이션여권케이스,발주진행완료,1000,2026.1.9,입하완료,1000,2026.1.28,"4,100,000",2026.2.5,"4,510,000",,PNA38470-26년1월_재고생산,엔엠텍코리아주식회사,"4,100",2026.1.30,26년1월,2026. 1. 1
PT2248,,PNA38470_0109_4361,STCK_PT2248-아트워크레더다이어리_커버_화이트,발주진행완료,1000,2026.1.9,입하완료,1000,2026.1.28,"3,400,000",2026.2.5,"3,740,000",,PNA38470-26년1월_재고생산,엔엠텍코리아주식회사,"3,400",2026.1.30,26년1월,2026. 1. 1
PT2839,,PNA38470_0109_3881,STCK_PT2839-프라우드메모패드_커버_블랙,발주진행완료,1000,2026.1.12,입하완료,1000,2026.2.4,"4,550,000",2026.2.12,"5,005,000",,PNA38470-26년1월_재고생산,엔엠텍코리아주식회사,"4,550",2026.1.30,26년1월,2026. 1. 1
PT1093,,PNA38470_0120_1071,STCK_PT1093-유광덮개파우치_투명_000-3,발주진행완료,3000,2026.1.20,입하완료,3100,2026.1.27,"690,000",2026.1.29,"759,000",,PNA38470-26년1월_재고생산,착한포장,230,2026.1.30,26년1월,2026. 1. 1
PT4716,,PNA38470_0121_5911,STCK_PT4716-밸류메모큐브(ver2)(점착.S),발주진행완료,1000,2026.1.21,입하완료,1045,2026.1.28,"1,920,000",2026.2.5,"2,112,000",,PNA38470-26년1월_재고생산,주식회사 에이엠씨,"1,920",2026.1.30,26년1월,2026. 1. 1
PT5179,PT2228,PNA38470_0126_5231,STCK_PT5179-쇼핑백(M)_블랙,발주진행완료,100,2026.1.26,입하완료,100,2026.2.3,"138,600",2026.2.12,"152,460",,PNA38470-26년1월_재고생산,기프트인포 주식회사,"1,386",2026.1.30,26년1월,2026. 1. 1
PT4400,,PNA38470_0126_5501,STCK_PT4400-라이트샤오미펜_화이트,발주진행완료,5000,2026.1.27,입하완료,5000,2026.1.27,"2,500,000",2026.2.5,"2,750,000",,PNA38470-26년1월_재고생산,(주)영인기프트,500,2026.1.30,26년1월,2026. 1. 1
PT5148,,PNA38470_0126_6121,STCK_PT5148-퀵차지도킹형보조배터리(type-C/C)_화이트,발주진행완료,500,2026.1.27,입하완료,500,2026.1.29,"3,500,000",2026.2.5,"3,850,000",재고생산,PNA38470-26년1월_재고생산,주식회사 알리오코리아,"7,000",2026.1.30,26년1월,2026. 1. 1
PT2472,,PNA38470_0129_3241,STCK_PT2472-트리플컬러펜_블랙,발주진행완료,30,2026.1.29,입하완료,30,2026.2.3,"113,460",2026.2.5,"124,806",,PNA38470-26년1월_재고생산,(주)영인기프트,"3,782",2026.2.2,26년1월,2026. 1. 1
PT4646,,PNA38470_0115_5161,STCK_PT4646-단품박스(스탠다드)_화이트_08WH,발주진행완료,2000,2026.1.15,입하완료,2110,2026.1.28,"1,000,000",2026.3.20,"1,100,000",,PNA38470-26년1월_재고생산,(주)청산인쇄,500,2026.2.3,26년1월,2026. 1. 1
PT1201,,PNA38470_0126_1301,STCK_PT1201-스펙트럼컬러펜(블랙잉크)_블랙,발주진행완료,4000,2026.2.2,입하완료,4000,2026.2.5,"3,636,364",2026.3.5,"4,000,000",,PNA38470-26년1월_재고생산,엘바 (ELVA),909,2026.2.5,26년1월,2026. 1. 1
PT1779,,PNA38470_0129_2121,STCK_PT1779-골프공(타이틀리스트프로V1),발주진행완료,1200,2026.1.30,입하완료,1200,2026.2.5,"6,200,000",2026.2.5,"6,820,000",,PNA38470-26년1월_재고생산,(주)바른스포츠,"5,167",2026.2.5,26년1월,2026. 1. 1
